age,monthly_income,monthly_expenses,num_dependents,existing_savings,debt_payments,investment_amount,employment_type,has_insurance,financial_health_score,recommended_monthly_saving
25,99730,52881,0,477282,21013,265367,employed,0,100,5167
25,564675,249977,1,4168042,91387,66162,employed,0,100,44662
63,506728,326204,3,1081150,59836,66495,student,1,100,24137
54,1607285,861498,4,2617678,444120,292840,employed,0,100,60333
37,301752,239499,4,2833320,388894,177869,employed,0,100,0
59,1240864,887629,5,3241666,194146,297198,self_employed,0,100,31817
35,946095,579340,4,1740646,415289,139721,self_employed,1,100,0
50,860517,580040,1,4529690,171596,128330,employed,0,100,21776
19,927802,538372,1,1944089,244559,220881,employed,0,100,28974
56,1790994,1449276,2,2094766,387048,295572,self_employed,0,100,0
23,474343,438420,4,748059,21815,194141,employed,0,100,2821
24,1107491,884270,4,422463,294262,287577,employed,0,100,0
64,1593101,1370239,0,3025109,228178,38557,employed,0,100,0
59,706014,571434,0,4720241,77550,55496,unemployed,0,100,11405
63,1019516,575973,1,2350817,74488,199447,self_employed,0,100,73810
20,402620,344321,5,1492041,145550,49095,employed,1,100,0
52,1595768,518093,1,4152475,327469,26712,employed,1,100,150041
58,167637,146784,3,555713,60018,119176,employed,1,100,0
48,75393,45651,5,2385533,457336,121473,self_employed,0,100,0
57,52416,26967,4,1603615,481008,124004,student,1,100,0
56,1622649,1040694,4,963442,110560,189766,employed,0,100,94278
31,1092113,815997,1,3020199,421690,124743,self_employed,0,100,0
53,967629,677283,2,4589970,54464,194542,employed,0,100,47176
37,1334192,936289,0,2714703,358322,283188,unemployed,0,100,7916
35,579997,211682,4,1691109,430988,217173,employed,0,100,0
45,1160151,897778,2,1575571,182935,280746,employed,0,100,15887
64,1060769,808940,5,1306530,94965,70209,employed,0,100,31372
55,1549016,581255,0,1784697,252246,67,unemployed,0,100,143102
55,688190,225955,5,2846879,391269,298089,unemployed,1,100,14193
51,892104,837525,3,1730683,365148,172036,employed,1,100,0
40,414216,325183,5,4556200,479887,104692,unemployed,0,100,0
49,793881,550758,5,1093064,153264,8764,self_employed,1,100,17971
32,299370,151350,1,4435711,461599,197435,self_employed,1,100,0
46,469429,224939,2,2376205,377451,225899,self_employed,1,100,0
55,401911,155938,0,4838957,26852,119803,employed,0,100,43824
28,816153,567677,1,1913566,106767,296936,employed,0,100,28341
33,1854778,1250842,1,1229226,9770,254266,employed,1,100,118833
61,1531676,1390880,4,1894426,47462,163003,employed,0,100,18666
55,1243176,880268,0,4988844,292205,297806,employed,1,100,14140
56,1333992,791654,1,4454708,357975,282950,employed,0,100,36872
61,1687245,1490242,4,4365430,480052,212976,unemployed,1,100,0
48,975065,681703,1,2532638,458599,145611,employed,0,100,0
22,826862,631941,0,2589393,38653,92198,employed,0,100,31253
21,1615550,1142733,1,1908478,433684,212720,self_employed,0,100,7826
43,57044,23395,3,1132711,476576,294893,employed,1,100,0
63,107165,40776,3,2520954,473530,126923,employed,0,100,0
27,435870,307712,3,1184519,87099,160518,self_employed,1,100,8211
44,326891,292274,3,1176017,474778,51784,employed,0,100,0
24,1503128,1392463,5,2593817,149108,138755,employed,1,100,0
22,217401,205883,2,4599642,261020,13597,employed,1,100,0
52,1914263,1624440,1,2881850,153955,74886,self_employed,0,100,27173
51,943291,506100,1,3570828,116983,268858,employed,0,100,64041
45,1969116,1375993,1,41422,456293,51324,employed,1,100,27365
52,1381782,961562,1,3824136,272049,14766,self_employed,1,100,29634
22,106825,69373,4,4954465,393631,118881,student,1,100,0
32,1900563,1486890,2,2814329,479533,232649,employed,0,100,0
50,363236,149104,1,961753,238747,272641,employed,0,100,0
45,1821152,769706,4,2611461,124082,99976,self_employed,0,100,185472
45,528772,483316,5,3076217,463088,273541,employed,1,100,0
37,1150801,973472,2,2914077,140005,239373,unemployed,0,100,7464
45,1874928,1560011,4,1047041,494873,225759,employed,0,100,0
32,280378,172157,3,1432947,145583,145794,employed,0,100,0
38,374513,250567,3,4788622,318777,50652,student,0,100,0
52,794426,561010,4,400327,170158,276916,student,1,100,12651
58,883415,433830,1,3950653,43582,6012,employed,0,100,81200
21,1129020,554984,2,4601218,466501,152800,employed,0,100,21506
44,1729349,720998,0,264493,161554,290722,employed,1,100,169359
62,1852725,1230442,4,1208501,192846,91252,employed,1,100,85887
27,417579,169656,4,1511177,359632,201998,employed,0,100,0
31,1562702,673125,4,4843622,84577,79228,self_employed,1,100,160999
64,596760,529115,1,2594009,491922,252092,employed,1,100,0
30,1286785,825954,4,4084593,292802,173676,employed,1,100,33605
19,1267152,890041,0,781160,346960,283788,employed,1,100,6030
60,465348,180225,3,1245062,43127,147702,employed,0,100,48399
58,519597,225474,3,951419,181734,11403,self_employed,0,100,22477
58,208508,75865,2,3919708,208842,261345,self_employed,0,100,0
64,1720175,819637,2,47800,467663,232864,unemployed,1,100,86574
62,259981,226965,3,2952790,297013,261217,employed,0,100,0
46,1216174,1067341,0,4659283,372573,14778,student,0,100,0
18,206995,152727,0,2052432,385254,292564,self_employed,1,100,0
34,1853918,1611416,1,3798019,252369,131755,self_employed,1,100,0
61,50375,21364,3,1362129,341367,211501,employed,0,100,0
45,1897409,751744,3,2373148,128086,232430,employed,0,100,203515
36,505757,403380,2,3843574,479408,283485,self_employed,0,100,0
50,1509120,1423510,1,4789566,186906,154808,employed,0,100,0
21,920417,705471,3,4448740,215095,272900,employed,0,100,0
43,474074,153631,2,2677380,476587,173137,employed,1,100,0
41,1781532,747386,2,3547917,231403,245821,self_employed,0,100,160548
24,277663,127968,5,2564480,24266,10253,self_employed,1,100,25085
60,1933278,1111232,2,4579215,286251,33144,employed,0,100,107158
43,383002,169904,2,3086725,271382,147679,self_employed,1,100,0
33,645850,219207,0,2228663,195033,185248,employed,0,100,46321
31,1014344,474624,4,154263,4393,103752,self_employed,0,100,107065
54,847146,447406,2,2937111,260543,128031,student,1,100,27839
29,853254,413270,0,4208719,466849,125233,self_employed,1,100,0
62,1554698,494507,5,4288872,73442,16519,self_employed,0,100,197349
28,1435283,1295986,4,3701731,328693,171923,employed,1,100,0
18,1479465,964468,0,271321,411562,9320,self_employed,0,100,20686
52,1999758,1702908,4,2122072,139109,17778,self_employed,0,100,31548
49,535243,165941,0,3497986,282323,132852,employed,0,100,17395
50,1952776,1597559,1,955962,485975,83111,employed,0,100,0
22,292841,221940,0,3680881,315615,286455,employed,1,100,0
50,475870,444992,1,4025903,19737,246373,self_employed,0,100,2228
19,809145,303052,4,1173067,36865,29301,self_employed,0,100,93845
50,597660,428954,3,3199871,466444,110864,employed,0,100,0
41,1894053,594296,3,4528532,196994,274704,employed,1,100,220552
57,1435327,763655,2,1678802,275558,136563,self_employed,1,100,79222
30,1275319,909614,5,4143988,469987,240406,employed,0,100,0
50,990116,896902,4,75965,243083,250189,self_employed,0,100,0
24,1096154,387918,5,2922297,348058,158535,self_employed,0,100,72035
52,1438729,889152,0,3902649,449783,169568,self_employed,0,100,19958
36,645777,293795,2,3009150,60173,120708,employed,0,100,58361
51,713036,314132,0,922418,228553,133126,employed,0,100,34070
51,377114,281854,3,698096,419304,229463,employed,0,100,0
43,609740,193729,2,834037,413045,123404,employed,1,100,593
23,237816,169003,4,3417146,496293,196017,employed,1,100,0
43,207300,84069,4,1738856,170443,212146,self_employed,0,100,0
52,323550,100166,2,3904229,187509,31771,student,0,100,7174
40,1822275,1190702,5,3733348,185383,15373,employed,1,100,89237
44,1265229,472000,5,4836266,455498,131996,employed,1,100,67546
27,1629468,1083539,2,805211,442417,116558,employed,1,100,20702
53,890654,429574,0,2193166,5825,182004,employed,0,100,91050
47,1519879,731414,0,1078845,24253,273555,self_employed,0,100,152842
51,764737,629754,4,1052534,6153,298406,unemployed,0,100,25765
56,1714374,1307511,4,1039137,305004,200037,self_employed,0,100,20371
50,62338,52240,2,1905823,248069,169477,employed,1,100,0
26,1222094,704230,5,1708745,494902,189013,employed,1,100,4592
18,1664053,620736,1,4074305,141225,218424,unemployed,1,100,180418
50,817665,651093,2,3474645,349756,33260,self_employed,0,100,0
24,1939426,1675002,2,724419,357525,44864,unemployed,1,100,0
26,1718089,1171977,5,559487,220590,242719,employed,0,100,65104
33,562939,249534,3,2482413,92050,173628,self_employed,0,100,44270
47,1948570,1555768,5,953757,120137,245260,employed,1,100,54532
35,327835,107775,2,3886656,412206,66745,employed,0,100,0
41,299430,156753,3,3901522,14554,95173,employed,0,100,25624
31,1811792,1003781,0,3764251,354037,104250,employed,1,100,90794
63,693933,357726,1,4537615,146313,53030,self_employed,0,100,37978
46,737142,673854,5,1238420,123692,154972,self_employed,1,100,0
54,1391334,1170054,2,1362088,120891,115446,employed,1,100,20077
55,656168,423071,5,3320697,482034,137514,student,0,100,0
36,196731,178601,0,3611760,490768,271825,employed,0,100,0
23,1787748,717674,2,1315998,12878,233817,self_employed,1,100,211439
22,1922283,697139,2,4887185,140842,110385,self_employed,0,100,216860
28,304346,167403,0,791303,132363,181816,employed,1,100,915
24,1018343,961411,2,2718473,365523,265712,employed,0,100,0
27,1077723,956376,1,741051,338047,124036,employed,0,100,0
35,807435,358696,2,1880123,468031,271692,employed,0,100,0
57,1580434,1429514,3,3152463,429437,140724,employed,0,100,0
50,309744,219986,5,72430,375503,26720,employed,0,100,0
32,353180,176927,0,4907415,194350,229376,self_employed,1,100,0
28,1766161,1468076,3,3112047,330963,174597,student,0,100,0
35,1548356,1326727,1,4449284,263857,50124,employed,0,100,0
46,212089,63696,2,3687640,31898,205890,self_employed,0,100,23298
20,249979,96880,0,2953458,139541,263802,unemployed,1,100,2711
47,229000,180249,0,1115072,272090,217616,employed,1,100,0
30,584159,407668,3,3990771,288652,175181,self_employed,0,100,0
43,1701795,799621,1,1485283,336570,134994,unemployed,0,100,113120
36,462895,221503,3,178412,229572,144328,self_employed,0,100,2363
28,515110,191718,5,1723927,261712,250279,self_employed,1,100,12335
22,278029,160634,5,2126725,429281,276038,employed,0,100,0
42,360153,122412,4,555082,437909,152307,employed,0,100,0
46,1837070,1367516,1,1249148,485085,294668,self_employed,0,100,0
39,642895,295402,2,4301235,337346,41426,employed,0,100,2029
62,1165414,1017121,4,4982377,11974,173112,employed,0,100,27263
42,242976,87887,3,2259021,280048,260110,unemployed,1,100,0
49,874241,655527,3,2300141,431374,10012,student,1,100,0
52,916375,793482,1,2570657,66630,148783,employed,1,100,11252
34,1924435,1458036,1,494208,442498,76476,employed,1,100,4780
43,1473175,1328845,5,205998,357532,263062,student,1,100,0
20,1003719,515469,5,3016219,399749,280387,employed,0,100,17700
53,639974,248234,3,2058721,112560,242413,employed,0,100,55835
50,628593,331412,0,3339390,184410,43313,student,0,100,22554
48,758405,521402,2,2343391,307648,35221,unemployed,1,100,0
24,1709360,1563636,1,1599062,475888,193695,employed,0,100,0
37,867421,426850,5,4065122,344757,248488,employed,1,100,19162
63,1641764,1223948,0,608708,221345,37930,self_employed,1,100,39294
60,322899,117983,3,3984878,220857,19857,self_employed,1,100,0
36,589097,279400,5,3947155,457735,29980,employed,0,100,0
62,1591969,642924,3,143039,377966,14018,employed,0,100,114215
57,1661300,1015233,0,281732,75352,225995,employed,0,100,114142
22,903696,821378,3,1470402,237198,46722,unemployed,0,100,0
49,883725,790786,2,1057759,485413,291364,employed,0,100,0
63,1495442,863817,0,167896,285450,195707,student,0,100,69234
34,717226,614990,2,1975713,404552,175910,employed,0,100,0
61,733834,425960,1,3252785,129306,151423,employed,0,100,35713
25,1353119,765708,4,4187264,223436,55335,employed,0,100,72794
52,1711494,1497432,2,972673,216651,211274,employed,0,100,0
23,983283,314535,4,2273737,162826,156496,employed,0,100,101184
61,1433958,1251077,3,3088273,137206,122386,self_employed,1,100,9134
21,886127,746597,2,3579916,117561,215781,employed,0,100,4393
51,973341,419116,2,4671893,348578,176571,employed,1,100,41129
18,723711,408270,3,4304094,34347,198715,employed,0,100,56218
45,109514,93457,5,934593,239288,39873,employed,0,100,0
44,1702213,1128127,2,4110122,452950,167727,employed,0,100,24227
38,1964762,1519735,3,4251574,307092,74231,employed,0,100,27586
42,1337484,537007,1,3419715,27260,52322,student,0,100,154643
41,843218,512708,0,768765,199579,243632,self_employed,1,100,26186
45,1125342,711474,5,4536622,244486,122452,employed,0,100,33876
19,1929929,697991,5,781214,489164,167343,employed,1,100,148554
24,224087,114551,2,1391431,56158,173086,self_employed,1,100,10675
28,288332,224060,1,4830911,183458,278066,employed,1,100,0
47,226217,92868,0,4707179,241488,186576,employed,0,100,0
61,100515,70754,2,2428981,141298,11451,employed,0,100,0
36,619260,215935,1,547101,403031,249035,self_employed,0,100,58
23,1960321,686667,2,3907311,144883,214075,unemployed,0,100,225754
58,1827729,1373627,0,1024300,430549,89311,student,0,100,4710
33,1250928,1182363,2,2325711,429263,6222,self_employed,0,100,0
36,427008,229022,3,176064,364132,278858,unemployed,0,100,0
43,470240,329270,1,739230,74629,112834,self_employed,1,100,13268
32,1315960,924421,2,1518570,343563,10469,employed,1,100,9595
51,1353058,560393,3,4812282,258816,21982,employed,1,100,106769
31,393270,358383,5,3818714,60145,177393,employed,1,100,0
22,1632539,1049773,0,3215800,47631,22934,employed,0,100,107026
55,367450,203580,5,3810166,468472,180315,employed,0,100,0
37,734052,284515,0,3369900,355186,134006,employed,1,100,18870
55,1054971,702095,5,4020642,300385,196061,employed,0,100,10498
29,748202,663395,3,4665122,327358,290374,employed,0,100,0
54,155622,98308,0,916578,38500,124386,student,0,100,3762
24,999838,380080,3,1590858,173753,130425,student,0,100,89200
51,1407798,676295,5,2106276,176602,96245,employed,1,100,110980
49,734540,691899,0,110795,102276,162221,employed,1,100,0
26,1336741,749744,4,1324303,492021,276263,self_employed,0,100,18995
54,845148,794708,4,3623228,379474,50249,self_employed,0,100,0
26,116221,76093,2,3794234,419978,53300,employed,1,100,0
36,1141892,869658,5,2698734,189556,145597,unemployed,0,100,16535
56,858632,380657,5,1517638,14244,115330,employed,1,100,92746
29,1772038,1668777,5,4816938,286398,264705,self_employed,0,100,0
25,1627994,497493,0,1828902,362730,226485,student,1,100,153554
29,747936,640848,4,1834125,274378,294450,employed,1,100,0
54,433118,323782,5,3054491,414004,125485,self_employed,0,100,0
33,1383245,1007670,5,1153856,51087,41694,employed,1,100,64897
58,248241,125345,3,557217,252382,90130,unemployed,0,100,0
20,1361374,573050,0,184763,106762,179861,self_employed,0,100,136312
25,496702,350404,5,3730584,433984,299668,employed,0,100,0
28,798812,714852,1,1349143,248110,68083,employed,0,100,0
35,1806060,835892,3,4343403,366160,168574,employed,0,100,120801
27,617972,509287,4,4451334,171887,5711,self_employed,0,100,0
50,1105086,395086,4,1194855,39984,57782,self_employed,0,100,134003
32,1604676,734884,4,3332248,407704,149792,employed,1,100,92417
40,1697546,570177,2,3647838,368694,70090,employed,0,100,151734
59,190335,104383,2,681356,30062,114832,employed,0,100,11177
29,1408265,1059816,1,847964,442738,114489,employed,0,100,0
45,1285497,799900,1,3052318,52330,119998,unemployed,0,100,86653
20,110663,71886,3,3809218,111257,249277,employed,1,100,0
18,1071961,722205,1,1937836,180897,52060,employed,0,100,33771
52,125663,55941,3,1155745,127105,72453,unemployed,0,100,0
18,901376,465813,5,719290,90895,296585,employed,1,100,68933
53,1430455,852083,0,1228412,452638,79174,employed,1,100,25146
47,768684,517269,2,3328498,376597,49674,unemployed,0,100,0
47,445857,379243,5,2330373,458837,226233,employed,1,100,0
27,275891,165590,4,4626786,232223,260330,employed,0,100,0
64,1521413,1216848,3,1734156,397509,90149,unemployed,0,100,0
58,1830471,689303,1,1172620,403073,121319,self_employed,1,100,147618
31,1930821,742121,0,2581097,426822,125997,employed,1,100,152375
41,441266,215037,1,857533,197514,167640,employed,0,100,5742
37,451085,228621,4,3205428,318857,275394,student,0,100,0
37,664259,469678,0,55595,278031,48859,employed,0,100,0
50,547601,242345,1,4485571,499762,143619,employed,1,100,0
29,1453864,569722,3,3052501,316032,11313,employed,0,100,113621
22,1914280,1377986,5,4130229,195874,154564,self_employed,1,100,68083
40,525739,498531,1,736804,193125,182286,employed,0,100,0
33,543174,513210,2,562193,274598,126313,employed,0,100,0
58,1483337,1333999,2,846593,450121,296378,employed,1,100,0
63,1672884,569357,0,3692983,263354,172051,self_employed,0,100,168034
44,173050,137883,2,4581809,101090,11115,student,0,100,0
26,399486,219601,1,538615,49996,995,employed,1,100,25977
31,973410,812252,4,148202,465641,22490,student,1,100,0
46,1460192,483972,2,4786372,249677,43772,employed,0,100,145308
31,281509,237596,3,2540927,212043,196360,employed,1,100,0
48,523843,368197,1,2133515,252971,183835,employed,0,100,0
24,1553185,546915,2,2876431,269815,28719,employed,0,100,147290
58,930025,858401,5,2660281,259714,110695,employed,0,100,0
61,1272478,1103396,0,3004125,271740,192526,employed,0,100,0
26,1570572,1174618,4,430353,40997,163856,employed,0,100,70991
31,1885420,1018086,4,1776666,430189,75442,self_employed,0,100,87428
36,108045,68208,4,286062,468426,56545,employed,1,100,0
51,1336982,424814,4,3942618,425057,192322,employed,0,100,97422
27,829089,610796,3,3138058,417176,123505,self_employed,0,100,0
64,893377,822800,2,4274200,460246,155269,employed,1,100,0
33,989210,437340,4,3171104,348999,127179,employed,1,100,40574
64,1589959,898153,3,3367127,258367,129799,unemployed,1,100,86687
54,169943,146188,3,4913983,470378,61594,employed,0,100,0
40,467277,160273,4,802624,399083,138856,employed,0,100,0
54,303687,154270,5,2973336,161585,19525,student,1,100,0
48,1233283,1124720,4,2633201,467193,299740,self_employed,0,100,0
19,1408458,1126552,3,4240052,414723,125419,employed,0,100,0
39,1624716,572872,3,996812,488893,203503,employed,0,100,112590
59,144310,86859,0,4076732,346583,67628,employed,1,100,0
21,1253111,793405,3,3844257,390203,232871,self_employed,0,100,13900
50,341736,266989,0,199822,484670,92035,employed,0,100,0
39,1455773,639589,5,1151429,96268,261287,employed,0,100,143983
48,638385,289264,1,3651409,420860,176063,self_employed,0,100,0
29,793433,677784,1,4584756,203752,173620,student,1,100,0
50,1941407,865628,0,3995157,389022,82322,employed,1,100,137351
37,688718,406973,1,2665962,384509,200938,employed,1,100,0
58,252035,189487,3,1831416,33599,225631,self_employed,1,100,5789
26,754284,483629,3,2331575,20877,184699,employed,1,100,49955
40,205321,183758,4,2277643,128595,111986,employed,0,100,0
50,386306,244241,2,2893975,63861,110577,employed,0,100,15640
36,1961877,853202,4,1011184,146916,19246,self_employed,1,100,192351
50,1071669,900808,4,1312761,18773,284669,employed,1,100,30417
22,1333719,1075281,2,1201819,277963,100866,employed,0,100,0
38,1644389,709475,0,961671,104258,190344,employed,0,100,166131
49,75515,60506,3,859728,21215,218542,employed,0,100,0
58,202953,103398,2,2767987,96132,202684,employed,0,100,684
36,468672,312811,5,4826042,434527,240971,employed,0,100,0
63,132468,123338,3,2855026,359243,291464,student,1,100,0
39,194062,63804,0,2639213,196315,258990,student,0,100,0
35,286651,117798,1,1040714,189914,51358,student,0,100,0
53,1546450,1073182,4,1519763,299606,209191,employed,0,100,34732
42,351228,116802,4,1017455,442307,280678,self_employed,0,100,0
53,1149865,427157,3,1503607,479300,119088,student,1,100,48681
33,1556466,1087102,2,4183098,163173,104803,student,1,100,61238
43,1330764,1127093,1,3310792,9004,64809,employed,1,100,38933
30,412985,270393,5,1561426,356360,181218,unemployed,0,100,0
49,1069371,450627,3,1389221,215816,159317,employed,1,100,80585
20,1205621,464649,5,1181592,32604,94478,unemployed,1,100,141673
53,1655057,1379343,4,4250267,230968,96689,self_employed,1,100,8949
54,1828515,1621499,3,4163552,459344,61119,employed,1,100,0
36,1137611,899334,3,742698,23122,179402,employed,0,100,43030
31,466209,206382,4,684652,421697,238217,employed,0,100,0
38,1939832,1025831,1,4268557,245727,110558,employed,0,100,133654
49,846493,490959,3,1897112,350261,145171,employed,0,100,1054
41,1788715,681057,5,1986270,345998,145667,employed,1,100,152331
33,1625389,755344,2,2373304,435432,69615,employed,0,100,86922
54,671803,518838,2,2761852,22913,71154,employed,0,100,26010
25,491359,397288,0,2161118,46925,175588,self_employed,0,100,9429
46,509057,213083,0,3246233,219375,39158,self_employed,1,100,15319
22,1442119,738802,0,1947533,300895,278232,employed,1,100,80484
31,649459,403525,2,467007,284518,53621,employed,1,100,0
41,958846,396773,1,2760353,24880,197919,employed,1,100,107438
27,506058,435740,3,2668947,333913,187315,employed,1,100,0
22,306188,152071,2,1733819,444909,271948,self_employed,1,100,0
62,1782945,822168,0,1940408,158347,182637,employed,0,100,160485
61,128022,112763,0,1602805,202969,144285,employed,0,100,0
28,1054810,778302,3,4459619,294691,174236,self_employed,0,100,0
50,107230,67888,0,3122074,412619,80736,self_employed,0,100,0
46,391677,144809,5,982791,464880,181563,self_employed,0,100,0
51,654915,258333,4,4447199,258144,280606,self_employed,0,100,27687
19,1560523,695197,1,864056,240473,20045,employed,0,100,124970
62,185420,81965,4,2826313,313686,70115,self_employed,0,100,0
58,489486,429064,2,2043680,364428,297440,self_employed,1,100,0
58,655144,597621,3,3710681,457337,157983,self_employed,0,100,0
41,431761,246527,1,4527769,187044,69608,unemployed,0,100,0
56,1490138,641352,5,1660822,284711,104281,employed,0,100,112814
38,1287607,615350,1,2097649,424155,106262,employed,0,100,49620
25,1495408,471395,4,3898528,360225,261728,employed,0,100,132757
27,1928649,848226,5,2623668,80181,255609,self_employed,0,100,200048
62,112475,34876,5,1437378,34664,96584,self_employed,0,100,8586
28,1490131,1378589,0,2269050,267730,141004,self_employed,0,100,0
31,1757186,1239459,5,4543743,49781,7352,employed,1,100,93589
22,1015864,749888,5,2894428,366829,259532,self_employed,0,100,0
42,1447331,511669,2,2141997,266456,269999,employed,0,100,133841
43,1576745,945500,0,3004729,10722,111411,employed,0,100,124104
55,778636,452079,1,4363534,344063,79076,employed,0,100,0
61,1432442,1208677,5,2048106,432852,99979,employed,0,100,0
62,289361,233403,0,4024823,73669,227396,employed,0,100,0
51,266135,151705,2,4062180,53360,36909,employed,1,100,12213
47,1342760,1037967,1,685353,391951,236192,employed,0,100,0
34,757071,269821,0,2525368,202519,273016,self_employed,0,100,56946
53,1738110,807949,3,2756552,259193,10250,employed,1,100,134193
50,635724,261051,0,2449491,290738,152228,self_employed,0,100,16786
48,68775,53062,3,3717218,190607,10518,employed,1,100,0
35,1184843,1035546,4,4152896,423517,75619,self_employed,0,100,0
29,440674,309416,2,1327631,195326,289738,student,1,100,0
23,236335,173062,3,3289295,232603,16598,employed,1,100,0
28,1788689,1223717,5,4249037,107209,84536,employed,0,100,91552
43,520923,356238,2,591218,450679,201037,unemployed,0,100,0
58,1675386,733337,4,2817940,316560,207731,employed,0,100,125097
25,1681286,524441,0,1738346,231379,85744,unemployed,0,100,185093
49,659448,280247,0,2741812,439215,81776,employed,1,100,0
40,1141297,579073,5,3851393,356247,143259,employed,1,100,41195
22,700853,392598,3,1059076,489423,260053,self_employed,0,100,0
47,1413134,1086521,4,2236648,364563,107330,employed,1,100,0
21,1061005,329036,5,3956618,462195,227679,employed,0,100,53954
54,1861309,1259652,0,2499291,80950,256589,employed,0,100,104141
64,1346696,661761,5,4232427,299545,50018,employed,0,100,77077
23,256355,106918,1,2402924,196636,131221,employed,0,100,0
39,1496669,725271,4,3912800,8823,206485,unemployed,0,100,152514
43,804538,433134,1,4319131,286703,217540,self_employed,1,100,16940
46,972439,829159,1,269351,269845,278404,employed,0,100,0
46,1701828,787938,4,733136,438675,108354,self_employed,0,100,95042
22,1090635,701312,0,3253928,204255,44162,employed,1,100,37013
62,1996558,1554964,4,1468662,496156,153096,employed,0,100,0
36,358740,323819,0,9438,352367,123784,employed,0,100,0
20,1392378,447691,2,303128,185302,257704,student,0,100,151876
57,1111715,894481,1,2380982,428856,182943,self_employed,0,100,0
31,1971606,905674,3,4001591,262753,64502,unemployed,1,100,160635
64,123778,104665,5,2212011,468683,274578,employed,0,100,0
57,558612,221179,4,3087254,150354,207580,employed,1,100,37415
57,337223,247880,3,3036741,411775,210502,employed,0,100,0
62,625214,487907,2,168079,149759,196624,self_employed,0,100,0
40,453496,289349,2,1024194,250256,291558,self_employed,0,100,0
44,138790,72711,1,4568048,438886,65520,self_employed,1,100,0
54,299277,120398,3,2321370,274942,250508,employed,1,100,0
30,551654,203124,2,4013954,373333,34767,unemployed,0,100,0
61,1613734,1276738,1,1248918,437513,208245,student,1,100,0
39,464608,157524,4,1308231,164727,206496,self_employed,0,100,28471
28,655946,445190,5,3521616,443473,91332,unemployed,1,100,0
32,831736,265156,4,1670089,6596,123734,unemployed,0,100,111996
46,1429602,857163,3,1441438,435712,163490,unemployed,1,100,27345
32,603500,235318,1,4817127,363225,149774,self_employed,1,100,991
42,1507273,1089665,1,2103705,274264,272676,employed,0,100,28668
38,313299,143895,1,919099,50289,132911,employed,1,100,23822
60,1248276,658805,0,1301326,493260,199911,unemployed,0,100,19242
26,290841,230965,2,910398,107750,135290,employed,0,100,0
42,760655,526661,1,4936277,150822,89046,self_employed,1,100,16634
45,1709533,1316490,0,282405,94381,33859,employed,0,100,59732
40,1988212,1496490,0,2551898,358027,6961,self_employed,0,100,26738
46,747769,656981,5,4926215,444799,216156,employed,0,100,0
47,1330183,1073904,4,56681,396691,105566,employed,0,100,0
42,545586,423126,5,2990718,208261,79818,employed,1,100,0
37,208723,71814,2,4708991,306065,106113,employed,1,100,0
52,644693,241828,4,3204378,420481,128094,student,0,100,0
18,1678526,1095854,2,3222436,353864,2227,self_employed,0,100,45761
63,1485402,765938,4,2334497,205180,144663,unemployed,0,100,102856
56,281827,178155,0,97978,151840,277642,employed,1,100,0
41,1838625,1422673,1,1140729,40373,149678,employed,0,100,75115
46,681181,348331,1,3284567,237696,269247,self_employed,0,100,19030
42,1157712,996656,2,1911215,486346,12731,student,0,100,0
36,1068623,618763,1,411454,363770,212055,employed,1,100,17217
36,348232,179350,4,2089281,239893,289105,self_employed,1,100,0
50,1866254,1181339,5,1873776,420419,276570,employed,0,100,52899
57,426165,269820,4,4554560,164628,285117,employed,0,100,0
40,994726,853525,3,4380601,122652,273113,employed,0,100,3709
56,967726,410554,5,3701282,38675,6798,self_employed,0,100,103699
52,637405,406153,5,3583178,412740,132791,unemployed,0,100,0
45,1755542,1452558,3,687320,74802,269349,employed,1,100,45636
54,877952,644638,1,269244,332826,89449,employed,1,100,0
58,1859285,1230390,2,1625998,282090,217691,self_employed,0,100,69360
20,140799,120003,0,4591131,164341,252142,student,1,100,0
61,1294988,1039423,4,3641164,173664,117939,employed,0,100,16380
29,464358,158340,3,4361656,29585,75432,employed,0,100,55286
25,458359,271045,2,2013189,11797,93892,unemployed,1,100,35103
51,1787420,1354352,0,4982019,464491,104884,self_employed,0,100,0
23,1048072,750219,5,4731251,338216,100213,student,0,100,0
64,1970149,1023738,0,1302116,498468,148617,employed,0,100,89588
19,1243594,727821,2,1391784,453997,71077,self_employed,0,100,12355
38,1635809,1030310,5,4408394,489617,116553,employed,0,100,23176
28,1964784,1136605,0,4512650,51988,104366,student,1,100,155238
50,139594,109178,3,2527295,78597,281648,employed,0,100,0
30,1841098,1141209,1,1586365,323483,284916,self_employed,1,100,75281
60,1114522,912215,4,2385699,115201,59249,self_employed,1,100,17421
32,1145668,681020,3,2736509,311758,199233,employed,1,100,30577
29,1552759,507994,3,1035,30573,199213,self_employed,1,100,202838
40,739899,635199,4,1662551,45322,153148,self_employed,0,100,11875
35,1649597,1281558,1,1497682,343321,267352,employed,1,100,4943
61,1241260,511218,1,683128,93914,258799,employed,0,100,127225
42,1596816,833462,5,1255273,350506,59013,student,0,100,82569
46,1782774,609748,0,2825739,410966,187109,unemployed,0,100,152411
37,202125,123810,0,2526054,194487,116064,student,0,100,0
36,846542,505349,5,2746785,183431,106440,employed,0,100,31552
55,1081984,451839,5,4414978,415806,8835,employed,0,100,42867
53,525096,220787,5,596016,194677,223831,employed,0,100,21926
31,1210225,555690,5,2553746,325165,76750,employed,0,100,65873
