age,monthly_income,loan_amount,duration_months,existing_debt,num_dependents,employment_type,education,credit_history,collateral,approved
26,1273981,4260052,36,510462,2,employed,tertiary,1,1,1
31,289646,1511967,60,55998,4,employed,tertiary,1,1,1
35,239937,2800728,12,109537,2,self_employed,none,1,0,0
35,522312,2574497,60,884248,1,employed,primary,1,0,0
62,886188,2142332,24,26576,4,self_employed,tertiary,1,0,1
55,435007,3971070,12,181172,3,student,none,1,0,1
32,111192,4661010,18,370208,2,employed,primary,0,1,0
26,241758,942055,18,81238,5,self_employed,secondary,0,0,1
55,885165,222507,48,938824,1,self_employed,primary,1,0,0
28,1333737,3926105,60,215045,4,employed,primary,1,0,1
51,862425,4467327,36,125885,1,self_employed,none,1,0,1
30,1784428,3540978,18,590017,4,employed,secondary,0,1,0
27,1774917,3912965,36,90853,4,employed,tertiary,1,0,1
52,336287,3084454,48,646280,4,employed,primary,1,1,0
42,1097635,1415358,24,749378,5,employed,primary,0,0,0
44,765637,3263037,48,291288,3,employed,tertiary,1,1,1
27,1205620,3356694,36,911575,4,employed,tertiary,1,1,0
64,1603749,4176195,18,712686,4,employed,primary,1,0,1
41,231062,551775,6,339292,1,unemployed,none,0,1,0
23,1751270,235639,36,805739,4,unemployed,secondary,1,1,0
59,506104,4110003,12,322742,3,employed,secondary,1,0,0
22,119351,4954723,6,412839,5,employed,tertiary,1,1,0
48,1589164,1890087,60,675609,5,employed,primary,1,0,1
60,1803935,3579284,36,466981,1,unemployed,tertiary,1,1,0
48,284085,2565962,12,91810,4,employed,tertiary,0,0,0
53,808171,3447477,60,889302,1,employed,secondary,0,1,0
53,548095,4094070,48,72131,5,employed,tertiary,1,1,1
47,120309,1671671,6,880570,3,self_employed,secondary,1,0,0
32,979950,4513588,36,169449,1,employed,tertiary,0,0,0
34,736093,925247,24,445581,3,employed,primary,1,1,0
42,1217732,2347040,48,365556,2,self_employed,none,1,1,1
63,388144,4410356,12,296695,4,self_employed,tertiary,1,1,0
45,1540424,3702461,24,829358,3,self_employed,primary,0,1,0
23,71576,3422325,18,90214,4,employed,none,1,0,0
45,1626184,2763094,48,349894,3,self_employed,tertiary,0,1,0
59,716110,179101,48,38599,0,employed,tertiary,1,0,1
28,677290,1540496,36,229417,0,employed,tertiary,0,0,0
24,1283111,4785589,36,633778,0,employed,primary,1,1,0
51,1125148,706228,12,355474,3,employed,primary,1,0,1
39,1085865,4753019,48,546881,5,employed,secondary,1,0,0
30,1378668,4603804,36,977838,5,employed,secondary,0,0,0
34,1618690,201633,18,749760,4,employed,secondary,1,1,0
51,690816,4129486,60,634153,0,employed,tertiary,0,0,0
47,744186,1133088,60,508965,4,self_employed,primary,1,0,0
41,139051,3165216,60,977397,3,employed,tertiary,1,0,0
60,864299,3404195,36,697996,4,student,primary,1,0,0
36,1289879,2991449,48,462441,4,employed,secondary,0,0,0
45,1845292,3036977,60,957867,0,employed,primary,1,0,0
63,1880276,646432,6,187031,5,employed,tertiary,0,1,0
26,253305,2844997,24,997727,1,self_employed,tertiary,1,0,0
61,1405398,4163853,48,741277,2,self_employed,primary,1,1,0
45,1992569,1215939,18,229701,3,student,tertiary,0,0,0
44,1897971,362809,48,132192,3,employed,tertiary,0,0,0
29,507576,1824348,18,933995,3,employed,none,1,0,0
64,623722,4425979,48,43638,2,self_employed,tertiary,0,1,0
38,116617,937743,60,170134,1,self_employed,secondary,1,1,0
30,691857,2314116,24,791625,5,student,secondary,1,1,0
32,1830248,444969,24,15213,4,employed,secondary,0,0,0
27,1982360,905243,18,778574,5,self_employed,tertiary,1,1,1
59,916164,1828219,48,769275,3,employed,secondary,1,0,0
23,560874,3109867,24,341910,4,employed,tertiary,1,0,0
50,1468368,2263889,12,739319,0,employed,primary,1,0,0
47,1180070,2603188,48,672547,5,self_employed,primary,1,0,0
30,1842841,312968,24,665400,0,self_employed,none,0,1,0
62,651513,3960433,6,721662,0,employed,none,1,0,0
20,132867,692006,6,554237,5,employed,tertiary,0,1,0
57,218600,4573065,12,767360,3,employed,secondary,1,0,0
43,829957,3560940,24,396743,2,employed,none,0,0,0
50,1963980,4169586,6,772354,3,employed,secondary,1,1,1
60,1557394,4711322,60,469773,0,employed,tertiary,1,1,1
45,932693,1830655,48,214480,0,self_employed,primary,1,1,1
24,665036,2626970,36,364577,3,employed,tertiary,1,0,0
39,304265,3405213,24,732654,2,employed,tertiary,1,0,0
60,569493,4516430,12,411973,2,student,tertiary,1,0,0
30,214404,4187736,24,811844,4,employed,tertiary,1,1,0
52,960913,2566966,18,511213,1,self_employed,none,1,0,0
57,703817,4390015,18,514738,0,employed,tertiary,0,1,0
46,1046433,3789868,6,145384,2,student,tertiary,1,1,1
53,534353,1108271,18,415335,5,employed,secondary,1,1,0
34,314395,1391814,12,142876,0,self_employed,primary,1,1,0
51,1984116,1382907,6,709346,1,employed,tertiary,1,1,1
40,732387,703009,12,570833,5,student,tertiary,1,0,0
24,1195958,4875275,48,338663,0,employed,primary,1,1,1
25,529767,4763686,12,685359,2,employed,primary,0,1,0
57,59583,1667270,18,358237,4,employed,primary,0,1,0
41,624675,1058725,48,957262,3,student,tertiary,0,0,0
37,1383824,3192475,18,880756,5,self_employed,secondary,1,0,0
33,586512,1549666,12,462735,3,employed,secondary,1,0,0
29,897056,1943422,18,528056,2,employed,primary,1,0,0
32,1547850,3559312,18,263648,2,employed,secondary,0,1,0
50,1989328,4138770,18,330130,5,employed,tertiary,0,1,0
49,1326020,285994,24,469988,1,employed,none,1,1,1
22,996803,4085729,48,903153,5,student,secondary,1,0,0
49,1439292,3400301,48,532290,0,self_employed,secondary,0,1,0
25,921901,3926221,60,75427,1,student,tertiary,1,1,1
48,1962936,3256209,48,300931,3,employed,tertiary,0,1,0
27,1565266,1860948,60,13898,0,self_employed,secondary,1,1,1
63,1364861,2437036,12,927976,1,employed,primary,0,1,0
64,728710,3692461,60,80800,3,employed,none,1,1,1
62,518298,4931841,60,738587,0,employed,tertiary,0,1,0
63,1955879,3842212,36,371167,4,employed,none,1,0,1
52,186149,3757193,12,950136,5,student,secondary,0,0,0
36,620303,3261854,48,126718,5,employed,tertiary,1,0,1
30,1038651,3514403,6,558031,5,unemployed,tertiary,1,1,0
32,1026684,76119,18,733898,4,self_employed,tertiary,1,1,0
30,1270505,692032,18,767877,1,employed,none,1,0,0
50,806556,3354715,36,174458,2,employed,primary,1,0,1
47,1289488,3591652,6,130864,0,employed,tertiary,1,0,1
63,896334,4676269,24,960892,1,employed,secondary,1,1,0
25,1104153,1143565,60,152395,2,self_employed,tertiary,1,0,1
60,856434,4004266,12,462485,5,student,tertiary,1,0,0
35,100711,1902139,24,172391,5,employed,tertiary,1,0,0
23,613739,4028713,6,985263,5,student,secondary,1,1,0
54,543027,1640745,36,541156,2,employed,primary,1,1,0
45,754463,402935,6,230804,0,employed,primary,1,1,1
31,471863,2216458,36,788512,0,employed,secondary,1,0,1
30,609119,3608670,24,144848,2,employed,secondary,1,1,1
56,1347978,3073744,24,197303,3,employed,none,1,0,1
44,1854240,3623258,6,972956,5,employed,secondary,0,1,0
37,1981506,4168273,6,184884,1,employed,tertiary,1,1,1
38,294942,2425646,60,587559,0,employed,tertiary,1,1,0
42,145119,3801413,18,77585,2,employed,tertiary,0,1,0
57,903262,592057,36,451758,3,employed,tertiary,1,0,0
37,1441352,4946913,18,124147,4,employed,primary,1,0,1
45,873265,2773024,12,15628,2,self_employed,secondary,1,1,1
25,1866330,1407085,12,387994,3,unemployed,secondary,1,1,0
23,798224,362329,6,259517,4,employed,tertiary,1,0,1
63,1909406,1756722,24,139337,3,employed,tertiary,1,0,1
48,1092137,1854473,12,942175,0,self_employed,tertiary,0,1,0
53,1684418,3590564,12,391016,2,employed,tertiary,0,0,0
36,100755,4804895,18,798892,4,self_employed,tertiary,1,1,0
62,985210,3215317,18,259970,3,employed,none,1,1,1
62,1251988,2327546,60,527765,4,employed,tertiary,0,1,0
35,901426,4897828,60,788634,1,employed,primary,1,1,0
21,1686748,4662044,12,113846,2,employed,primary,0,1,0
53,920793,1894753,6,875842,0,self_employed,secondary,1,0,0
27,1640346,665995,18,244000,4,employed,tertiary,0,0,0
32,1152801,4204967,12,893185,5,student,tertiary,1,1,0
61,239921,4232042,24,273994,3,employed,secondary,0,1,0
27,1697718,1414981,18,759981,5,student,tertiary,0,0,0
49,1664120,708197,12,938313,4,employed,secondary,0,1,0
51,290617,1971097,60,988390,5,employed,none,0,0,0
55,1207297,2776465,36,658166,3,self_employed,secondary,0,0,0
49,655398,3900919,18,924667,4,employed,primary,1,0,0
20,163606,270421,36,356512,0,unemployed,primary,1,0,0
62,1637514,3102911,18,786617,0,employed,primary,1,1,0
58,1275766,1343073,18,24718,2,self_employed,primary,1,0,1
36,1127506,1783456,60,994585,0,employed,tertiary,1,0,0
39,791067,3618485,48,711562,4,self_employed,primary,1,1,0
43,310102,4140582,48,680575,4,self_employed,tertiary,1,1,0
41,1461120,2191549,36,421541,0,self_employed,secondary,1,0,1
48,1372521,3010669,6,804890,1,employed,primary,1,1,0
41,1674224,1554137,12,130293,4,student,tertiary,1,0,1
63,1972916,327132,6,384486,2,student,secondary,1,0,1
28,197631,2055187,6,671366,1,unemployed,tertiary,1,0,0
56,1393054,4402806,48,749440,0,self_employed,secondary,1,1,0
29,286545,3621479,12,426185,3,employed,primary,0,1,0
55,1111864,4443852,48,601108,4,employed,secondary,0,0,0
56,1776334,4069489,48,890446,3,student,tertiary,1,0,0
47,1305878,3776248,60,420871,5,student,primary,0,0,0
47,1897199,2191572,48,750039,2,employed,tertiary,0,1,0
61,330195,4860627,24,81234,1,employed,tertiary,0,1,0
62,1160291,1295817,6,653570,3,unemployed,secondary,1,1,0
40,1109313,1039862,60,493622,2,employed,none,1,0,1
43,1688004,3913545,60,271246,3,employed,primary,1,0,0
61,1779187,2173120,6,853539,3,student,tertiary,0,0,0
59,1280623,3258236,60,234501,2,unemployed,tertiary,0,0,0
21,317291,810151,6,650616,4,student,secondary,0,0,0
27,1673372,4619883,24,939057,3,employed,none,1,1,0
46,1412944,1183942,18,84079,2,employed,secondary,1,1,1
41,1380363,3725754,60,391313,3,self_employed,primary,1,1,1
56,1399687,1194000,36,618725,4,employed,tertiary,1,0,1
46,1066354,2876145,36,603858,2,employed,none,1,0,0
48,153535,3798688,24,616944,3,unemployed,tertiary,1,0,0
22,1925741,1762189,6,197937,0,student,secondary,1,0,1
63,1097861,4819561,36,380445,4,employed,tertiary,1,0,1
32,1051507,4361590,24,696780,3,employed,primary,0,1,0
64,1395528,3270756,48,156454,1,employed,secondary,0,1,0
29,1611014,985026,12,986739,2,employed,tertiary,0,0,0
55,772648,4282879,36,38795,3,employed,secondary,1,0,1
28,633247,1547060,12,51425,4,employed,secondary,1,0,1
46,445065,655599,6,581690,4,employed,none,1,0,0
53,380322,977906,36,455755,1,unemployed,tertiary,1,1,0
20,772496,1046114,24,731563,1,employed,tertiary,1,1,0
51,1290388,4820773,18,365271,5,self_employed,secondary,0,0,0
44,1210831,4860064,36,763011,5,self_employed,none,1,0,0
48,660610,3091658,36,940963,3,self_employed,primary,1,0,0
26,1929573,1704083,36,836081,0,student,tertiary,1,1,1
22,987687,3077116,36,203567,4,self_employed,tertiary,0,0,0
39,1607098,211554,24,619405,0,student,tertiary,1,0,1
39,1099708,229300,24,261712,0,employed,primary,0,1,0
49,1792195,3803281,18,963888,3,self_employed,secondary,0,0,0
54,801972,1148702,24,464962,2,employed,tertiary,1,1,0
54,1948676,3250842,24,733413,2,student,secondary,0,0,0
58,309427,4450726,6,187350,2,employed,tertiary,0,0,0
46,1530355,763161,60,340300,1,employed,secondary,1,0,1
45,1584019,171284,6,429960,4,self_employed,secondary,1,0,1
33,1731699,3510354,60,350484,1,employed,primary,0,0,0
36,192003,1293045,12,30568,4,self_employed,primary,0,1,0
37,832516,4114972,18,935495,5,student,tertiary,1,0,0
64,1696033,1240866,60,271056,4,student,secondary,0,0,0
48,310529,1432311,6,687887,4,employed,tertiary,1,1,0
39,493855,662529,18,312570,3,employed,secondary,1,0,1
46,303608,2968306,18,372507,2,self_employed,primary,1,0,1
37,808673,4548448,36,230066,1,self_employed,secondary,0,1,0
23,764261,211686,48,937911,5,self_employed,secondary,1,0,0
20,1723281,591889,48,253007,1,self_employed,tertiary,1,1,1
20,1623908,1716196,48,929848,3,self_employed,none,1,1,0
45,227763,1483974,18,494957,4,employed,tertiary,1,1,0
64,281807,4971207,36,2355,5,self_employed,tertiary,0,0,0
39,74363,4133746,12,96429,2,employed,tertiary,0,0,0
42,1407414,3656556,12,710093,0,employed,none,1,1,0
29,444798,3080948,48,459501,0,self_employed,tertiary,1,0,0
30,1034348,999014,12,478187,3,employed,tertiary,1,1,0
60,1906309,342527,36,438949,2,self_employed,tertiary,0,1,0
60,1435049,1241433,48,974419,0,employed,tertiary,1,1,1
24,51620,860713,60,970220,0,employed,tertiary,1,0,0
20,1422944,1474558,60,111151,5,employed,tertiary,1,0,1
36,1548447,1158731,36,300670,5,self_employed,tertiary,1,0,1
41,1193995,4562761,12,804520,1,employed,tertiary,1,0,0
53,742894,4237586,48,327521,2,self_employed,secondary,1,0,1
64,1595288,3713681,60,175477,0,self_employed,tertiary,1,1,1
60,1825565,3979605,36,432058,5,employed,primary,1,1,1
48,1940864,4763289,24,586076,5,unemployed,tertiary,1,1,0
23,230324,3621194,60,504898,5,unemployed,secondary,0,0,0
24,1416529,868408,24,575817,1,unemployed,secondary,1,1,0
30,1645123,2814503,36,112833,2,self_employed,tertiary,1,1,1
40,70655,3300133,36,103578,4,employed,tertiary,1,1,0
54,999133,3773760,6,183455,5,employed,secondary,0,1,1
31,500400,2038813,60,505527,2,self_employed,secondary,0,0,0
45,1120178,2810620,6,563465,3,employed,none,0,1,0
38,922377,2391978,18,641191,1,self_employed,primary,0,0,0
64,716470,3449584,60,563344,4,employed,primary,0,1,0
26,1985854,569637,48,481465,5,employed,tertiary,0,1,0
26,1441538,1082018,18,590709,5,self_employed,tertiary,1,0,0
45,977699,3523388,18,688992,1,employed,tertiary,0,1,1
59,575825,738722,12,301829,1,employed,tertiary,1,0,0
24,460354,4752714,24,208294,0,unemployed,tertiary,0,1,0
40,1879074,1843493,12,68590,5,employed,none,1,1,1
33,751562,708561,48,271121,2,employed,tertiary,1,1,1
23,221236,3432958,36,877000,1,employed,secondary,0,0,0
42,962977,1731821,6,835399,1,employed,secondary,0,0,0
61,139743,3463553,48,336216,3,employed,tertiary,0,1,0
39,497875,2194022,36,408286,3,self_employed,tertiary,1,0,0
34,1184731,4110556,48,475689,3,unemployed,primary,1,1,0
64,1188422,2360480,36,807932,1,unemployed,tertiary,1,1,0
48,808795,1952211,60,499203,4,employed,tertiary,0,1,0
27,1391282,2306376,6,901907,2,self_employed,secondary,1,1,0
60,864468,1672925,36,534299,1,unemployed,tertiary,1,0,0
38,1814688,4826827,18,179111,0,employed,tertiary,1,0,1
58,910665,1634081,48,402112,5,employed,secondary,1,1,1
47,657337,2457647,6,357479,4,unemployed,tertiary,0,1,0
46,289647,2561022,36,997622,4,self_employed,secondary,0,1,0
23,1429401,1290962,18,433174,2,employed,tertiary,1,0,1
34,339962,1362128,18,435128,4,employed,tertiary,1,1,0
54,898964,1838144,60,814,2,employed,tertiary,0,1,0
56,1046140,157042,24,468492,4,employed,secondary,0,1,0
20,369849,3377372,18,417935,5,employed,primary,1,1,0
22,594392,3123454,12,282294,2,employed,tertiary,1,1,0
43,436480,3690625,6,987998,3,self_employed,secondary,0,1,0
46,1750768,4877860,6,3825,3,self_employed,primary,1,1,1
59,1954611,2081143,6,574656,4,self_employed,secondary,1,0,1
55,1725363,3221050,36,408016,4,self_employed,tertiary,1,1,1
53,895457,2002512,48,75535,2,employed,tertiary,1,0,1
48,1850200,1943223,36,86390,2,employed,none,1,1,1
43,1917325,2054358,12,504484,5,employed,primary,1,0,1
43,474632,741572,48,223923,1,employed,secondary,1,0,0
61,1271660,2241987,60,629364,3,student,tertiary,1,1,0
23,1622732,3450755,18,730377,1,self_employed,tertiary,1,0,0
22,1990593,123079,36,179577,1,employed,secondary,1,1,1
53,1559837,1785676,48,777765,0,employed,secondary,0,0,0
42,1775336,947165,18,582187,2,employed,secondary,0,0,0
42,1408990,3202981,48,738142,0,employed,tertiary,1,0,0
64,1301717,4323615,18,809033,0,employed,secondary,0,1,0
24,693703,2966397,48,141749,1,employed,none,1,0,1
50,1541625,1031835,36,422768,0,employed,tertiary,0,0,0
60,1293292,3787609,36,784609,5,employed,secondary,1,0,0
25,1703070,1004940,12,743218,2,self_employed,secondary,1,0,1
56,1430188,1248061,60,461107,1,self_employed,primary,1,1,1
29,1080403,2373985,60,992197,2,unemployed,tertiary,0,1,0
59,1289121,4807077,24,493915,5,employed,tertiary,1,0,1
26,1013313,1297880,6,123355,4,unemployed,primary,1,0,0
58,481544,1412617,36,877882,0,self_employed,tertiary,1,0,0
57,1528576,1103580,36,164364,1,employed,tertiary,1,1,1
40,1122299,2104321,18,128424,3,employed,secondary,1,0,1
39,897078,3503796,24,125451,2,employed,secondary,1,1,0
22,771615,1087140,60,328241,5,employed,secondary,1,1,1
41,1622938,1666419,36,729063,0,employed,secondary,1,0,1
23,1878109,940648,48,671544,2,unemployed,secondary,1,1,0
47,1387218,228475,60,220408,5,employed,primary,1,0,1
31,1819458,2445661,24,978550,2,employed,secondary,1,0,0
57,1719745,4605081,6,328885,4,employed,none,0,0,0
55,1512333,3777303,48,585665,5,employed,primary,1,0,1
60,620217,3516948,18,405255,2,unemployed,primary,0,1,0
24,173199,3836491,12,569449,4,student,tertiary,1,1,0
32,1330101,3140007,48,690366,4,employed,primary,0,1,0
42,1386748,100151,60,148616,4,employed,secondary,1,1,1
49,79545,4606313,6,537275,0,unemployed,secondary,1,0,0
56,1702433,2704981,48,529527,5,employed,none,1,0,1
44,81673,122847,24,569073,2,self_employed,primary,1,1,0
46,474190,2889611,24,23358,2,student,none,0,0,0
33,502115,2358963,6,376903,5,self_employed,tertiary,1,0,0
55,1514889,3073946,60,475890,4,employed,tertiary,1,0,1
58,938943,543570,24,187522,2,unemployed,tertiary,1,0,0
35,1453864,1026446,48,219592,2,student,primary,1,0,1
41,1425544,3933755,12,159500,4,self_employed,primary,1,0,1
40,73525,4667663,48,9096,3,employed,secondary,1,0,0
40,632092,3545652,12,47582,3,student,primary,0,0,0
27,196115,742101,24,942040,4,student,none,1,1,0
35,616134,3615842,48,712755,0,student,tertiary,1,1,0
50,1175837,4761953,24,898027,2,employed,secondary,0,1,0
61,807600,149919,60,461373,2,self_employed,tertiary,1,0,0
29,550827,3570726,12,625782,3,self_employed,none,0,1,1
51,1282676,1315322,60,331628,4,employed,none,1,0,1
53,1914491,3389748,24,787719,5,employed,tertiary,1,1,1
28,57265,3781784,36,709870,5,self_employed,secondary,0,1,0
36,859195,3594450,18,548190,0,unemployed,primary,0,0,0
30,1305300,4789197,48,318332,4,unemployed,primary,0,0,0
51,65733,2750030,36,375038,3,employed,primary,1,1,0
29,948628,1898523,60,414380,3,employed,primary,1,0,1
41,1713902,1447931,24,867636,2,employed,none,1,0,0
36,349564,481838,24,132844,1,unemployed,none,1,0,0
23,1076281,1901608,18,184126,0,employed,tertiary,1,0,1
44,714607,2037881,24,972382,0,self_employed,tertiary,1,0,0
40,508365,1758365,18,651088,1,self_employed,tertiary,1,0,0
56,1119634,709966,48,949742,5,student,secondary,1,1,0
57,296301,3834396,12,759864,5,employed,none,0,0,0
20,1395649,4939798,18,320437,5,self_employed,secondary,0,1,0
44,1051675,4184129,18,474514,3,student,tertiary,1,1,0
55,212434,4400851,36,531501,4,self_employed,secondary,0,0,0
36,660777,1250761,24,277085,0,employed,tertiary,1,1,1
60,1707528,3871099,48,882313,1,employed,tertiary,0,1,0
43,1801292,4300050,12,409180,2,unemployed,tertiary,1,0,0
21,127597,4105235,6,26855,2,employed,primary,1,1,0
59,1095384,3893941,60,976273,3,self_employed,secondary,1,1,0
34,1891049,2315545,18,908171,0,self_employed,tertiary,1,1,0
51,128209,643167,6,525334,4,student,secondary,0,1,0
58,1880973,1820358,24,801341,0,employed,tertiary,0,1,0
25,1291517,698843,60,734474,5,self_employed,tertiary,1,0,0
20,1774995,3551174,18,416584,2,employed,secondary,1,1,1
42,674152,958840,6,378997,0,employed,secondary,1,0,0
58,198620,840023,36,94135,2,employed,tertiary,1,0,0
36,1506870,4885461,6,595543,1,unemployed,primary,0,1,0
53,1497211,3212466,60,212568,1,unemployed,primary,1,0,0
60,216562,1232279,36,744502,2,employed,primary,1,1,0
48,257158,1771841,60,771224,4,employed,primary,1,0,0
28,689446,1641920,12,408840,4,self_employed,secondary,0,1,0
32,1026264,3960762,24,235787,0,self_employed,secondary,1,0,1
25,1100044,3774434,48,368522,2,self_employed,tertiary,1,1,1
25,336453,873622,6,796784,3,student,tertiary,1,0,0
39,1057787,76014,18,358565,4,unemployed,tertiary,0,0,0
22,1170831,3193889,60,866971,4,employed,secondary,0,1,0
36,1880942,1826935,60,271367,5,employed,tertiary,1,0,1
31,918331,3959005,24,249048,1,self_employed,tertiary,0,0,0
64,1651582,4425654,6,864686,4,unemployed,secondary,1,0,0
20,275409,2935364,18,853283,4,employed,tertiary,1,0,1
36,289967,534859,18,50044,5,self_employed,primary,1,1,1
22,743201,764618,60,876650,4,employed,secondary,1,0,0
45,1041052,4734643,48,609288,5,student,none,0,0,1
34,788925,92192,60,893672,2,self_employed,secondary,1,0,0
55,1014164,941307,48,948923,2,employed,tertiary,0,1,0
51,418697,1058008,60,931271,1,employed,secondary,0,1,0
51,886713,1459849,60,727362,0,employed,none,0,1,0
23,425595,93923,18,293172,5,unemployed,secondary,1,0,0
37,1345689,1712060,48,834385,4,self_employed,secondary,1,1,0
38,1885775,3579619,18,57965,0,self_employed,tertiary,1,1,1
62,1495687,2899896,6,234466,2,employed,tertiary,0,1,1
54,632314,2742468,60,69776,4,employed,tertiary,1,0,1
59,1665832,997226,12,293603,0,employed,tertiary,0,1,0
33,1794033,816751,48,90932,5,employed,secondary,0,0,0
52,458548,4909648,36,868763,5,employed,secondary,1,0,0
33,195693,2113632,36,680049,0,employed,tertiary,1,1,0
53,1699734,3026760,36,473662,5,employed,tertiary,1,0,1
23,1641038,3923416,12,330126,3,self_employed,secondary,1,0,1
43,960789,2593071,18,396562,2,unemployed,tertiary,0,1,0
48,935621,4383087,18,176251,1,employed,none,1,0,1
38,614790,3805564,24,639061,1,self_employed,tertiary,1,1,0
25,348818,1591661,36,826949,3,employed,primary,0,1,0
52,611548,4739491,36,331822,0,employed,secondary,1,1,0
59,1010002,3845109,18,212678,5,student,secondary,1,1,1
38,1821545,1951563,36,374635,3,employed,secondary,1,1,1
20,754824,3547720,18,859055,3,employed,secondary,1,1,0
24,646093,2941838,60,482504,5,employed,secondary,1,0,0
46,245991,4631858,60,212243,2,employed,primary,1,1,1
35,1882500,2900467,18,976420,5,self_employed,secondary,1,0,0
25,235541,2617488,48,480970,5,employed,secondary,1,0,0
59,67194,3403800,18,359553,4,employed,secondary,0,0,0
32,732171,3443757,6,310719,0,unemployed,primary,1,1,0
54,908809,3404775,6,894933,1,employed,primary,0,1,1
38,1753728,180509,6,307183,1,employed,primary,1,0,1
31,1617529,2909224,6,705315,3,student,tertiary,0,0,0
35,618011,2674713,12,80260,3,employed,tertiary,0,0,0
62,1329984,589618,24,580159,3,unemployed,secondary,0,1,0
29,518451,2299718,24,191750,0,student,tertiary,0,0,0
44,1340689,2747862,18,645061,3,employed,secondary,0,1,0
39,1174874,958521,60,424567,3,employed,tertiary,1,1,1
50,633526,53212,36,584981,4,employed,primary,1,1,0
23,309425,282131,6,817865,0,unemployed,tertiary,1,1,0
63,1728297,526657,24,74797,2,employed,primary,1,0,1
42,560609,1710458,24,210087,2,self_employed,primary,1,1,1
21,1205668,688093,6,802236,5,student,secondary,1,0,0
41,1362867,3540513,60,748141,4,unemployed,none,1,0,0
56,1328567,1885647,12,831533,1,student,primary,0,0,0
27,350589,375737,12,715475,5,self_employed,secondary,0,0,0
26,759163,3707892,24,602651,2,student,secondary,1,0,0
33,1290756,1454619,12,107904,0,employed,tertiary,1,0,1
22,680458,2937320,48,306844,1,self_employed,secondary,0,0,0
35,397761,4897363,6,639240,3,self_employed,tertiary,1,0,0
38,263482,944030,60,339720,0,employed,secondary,0,0,0
37,889934,3703980,24,543765,1,employed,tertiary,1,0,0
35,1739980,3411661,6,278271,2,self_employed,primary,1,1,0
27,874187,3515461,12,217790,5,employed,secondary,1,1,1
52,1762669,4965471,6,550337,3,employed,tertiary,1,0,0
31,845911,1379134,12,522471,3,employed,tertiary,1,1,0
30,649649,2731971,60,536761,0,student,none,0,1,0
24,1775240,4751713,12,737605,5,employed,tertiary,1,1,1
46,478910,2844937,6,230582,3,unemployed,secondary,1,0,0
31,1222808,4796176,60,848268,1,employed,tertiary,1,0,0
36,1990594,4813375,12,304608,4,employed,tertiary,1,1,1
25,131171,1793745,48,538002,2,employed,secondary,0,1,0
52,426295,4953991,18,323022,0,self_employed,primary,1,0,0
24,136296,4893086,6,951712,5,unemployed,secondary,0,1,0
47,1239138,3835830,18,359625,4,self_employed,primary,0,1,0
33,202324,300139,6,992187,4,self_employed,secondary,1,1,0
24,548506,2015760,12,212875,0,employed,none,1,0,0
52,712222,550228,12,827946,1,self_employed,tertiary,1,1,0
60,291535,1796197,60,96988,5,employed,tertiary,1,1,1
38,1430679,4257884,24,267280,2,employed,secondary,1,1,1
41,1502242,828639,48,98115,0,unemployed,secondary,1,1,0
24,1416742,3541318,24,31516,5,unemployed,tertiary,1,0,0
21,833258,4713272,18,339126,4,employed,tertiary,1,0,1
49,1946999,2062191,12,457094,4,student,tertiary,0,1,0
58,1270575,1582239,24,45099,0,self_employed,none,1,1,1
23,805737,655262,12,876492,5,employed,secondary,1,1,0
52,1055594,2360317,6,537476,4,employed,secondary,1,1,0
32,1410573,4649731,24,761733,0,student,secondary,0,0,0
39,1130402,4696505,18,635361,0,self_employed,secondary,1,0,0
26,1927887,3985806,60,837620,2,employed,primary,1,1,1
34,1811201,760731,24,386221,0,self_employed,tertiary,1,0,1
42,646649,3968139,12,529848,5,self_employed,none,1,1,0
33,290028,2452112,36,504373,5,employed,none,1,1,0
42,1438710,3285188,36,108763,4,self_employed,tertiary,1,1,1
38,1450507,1404832,60,429613,3,employed,none,1,0,1
48,1315832,3246776,60,470409,2,self_employed,none,0,0,0
39,90736,2070991,48,385795,5,student,tertiary,1,1,0
48,1385250,4027912,60,824514,4,student,primary,0,0,0
43,259124,2143787,12,215448,4,self_employed,primary,0,1,0
37,1276706,1072805,6,41430,2,student,primary,1,0,1
29,680368,994793,24,443738,2,unemployed,secondary,0,1,0
60,517310,4551236,60,564685,4,employed,tertiary,1,0,0
27,1434975,2671485,36,207932,3,student,secondary,1,1,1
45,710246,1630622,6,129189,1,employed,secondary,1,1,1
48,438742,3975413,12,549535,4,employed,primary,0,1,0
29,274793,961508,6,151015,2,self_employed,primary,0,0,0
36,692911,1777373,12,694820,0,employed,secondary,0,0,0
21,1398107,3870673,48,566274,0,employed,primary,0,1,0
25,726935,190926,24,306658,2,self_employed,primary,1,0,1
24,1735124,233148,6,211980,2,employed,secondary,1,0,1
47,1076153,893382,24,969889,1,student,tertiary,1,1,0
60,482859,2819861,6,930135,5,employed,primary,1,0,0
24,1552148,544496,12,591296,2,student,tertiary,1,0,1
37,451072,4263759,12,682315,0,employed,secondary,1,0,0
45,481385,4857144,6,833799,3,self_employed,primary,0,0,0
39,741150,432605,48,424018,2,employed,tertiary,1,1,0
60,1391708,4809076,12,70408,1,self_employed,secondary,0,0,0
46,1601771,997719,18,224155,3,employed,primary,1,1,1
31,1437168,2805916,18,829773,1,employed,none,0,0,0
