income,expenses,savings,loan_amount,credit_score,loan_status
1011858.91,696052.31,2951587.41,944134.87,646,1
1784808.9,724813.65,790501.78,990130.13,625,1
2216678.44,1294644.11,2625618.5,2357741.36,777,1
1291705.42,831633.38,2576878.79,4298554.87,545,0
1924735.66,1178643.2,1763955.3,8046316.5,574,1
2128007.47,1788878.83,1704740.43,3543435.4,530,0
2162253.27,1792055.76,5278526.59,223903.99,838,0
250701.68,220539.47,737347.6,4859450.44,617,0
2593268.64,1730227.81,6020039.73,9966454.52,573,1
1428934.61,1257948.14,2244898.96,3522758.91,621,1
861006.64,673939.69,1143015.32,9614482.46,734,0
801117.07,312101.19,1296963.0,1058384.05,716,1
1500740.93,749177.33,2083807.45,1772341.6,592,1
2671811.46,980220.05,4030866.23,7255014.6,610,1
1197207.99,242959.01,730726.85,5037063.87,504,0
2274204.67,754203.88,6165882.47,7662961.94,663,1
380774.32,77237.18,861922.66,8642405.53,778,1
1480564.44,1042149.95,3024692.86,2548294.52,591,0
2975889.81,1481618.19,8480616.12,6844150.25,713,1
2334269.63,977597.51,1991559.15,6095632.3,591,1
710532.62,520965.8,172999.23,8622273.54,540,0
1554180.27,1216520.22,3851905.23,4329533.81,718,0
777511.81,686317.2,2328842.96,566110.79,850,1
1287726.69,836261.96,2234588.66,5763151.97,704,0
2362243.67,1235619.44,416766.31,9590839.28,608,0
2336551.96,966596.53,5470812.4,195580.24,615,1
761491.1,270803.55,168477.73,2440566.98,840,1
2774447.62,968415.85,4494721.56,3194874.51,680,1
1818447.73,884552.19,1514034.89,7670096.93,573,1
1201780.44,1074692.7,3298983.87,3266605.38,643,1
1555613.18,312052.25,2106290.36,2428884.44,671,1
1854706.63,626972.69,4999157.8,6503152.24,696,1
1723682.54,572047.29,1546562.54,511732.63,801,1
1510574.6,1060398.66,1755420.24,1747438.76,777,1
1564305.13,698836.59,4444750.22,4109900.78,669,1
611594.54,318079.66,369368.46,3588219.63,645,0
2456925.42,746995.97,4264002.56,3504299.9,689,1
1671104.93,807975.77,1947724.57,1130122.38,589,1
480131.6,130710.96,1115105.95,3640358.19,748,1
2321855.59,1330725.8,900622.51,7990028.08,629,0
2804087.54,753056.93,3677967.14,4167749.81,699,1
2847190.01,2144947.3,5969981.97,5882403.29,821,1
1170151.42,698137.15,1428811.88,1677615.12,705,0
492998.93,348440.56,86568.26,743628.07,673,0
1603358.92,790394.17,3391644.1,8805562.62,598,0
426566.77,199225.41,643943.05,3347157.33,642,0
2808563.51,754790.83,95283.49,3535855.47,536,1
632380.92,358369.59,1162295.69,8782994.1,703,0
833020.99,466617.97,2298840.61,7092324.92,436,0
1279245.93,675021.53,426088.48,7574813.97,746,0
1211176.96,870064.54,2146222.17,6835934.67,723,1
2404522.39,1882147.31,5256301.92,1102632.84,659,0
1423318.78,1032692.89,302200.48,9582058.42,596,0
595227.95,178988.63,40384.06,9095906.06,648,0
874908.7,555953.43,1218387.0,2400390.26,472,0
1576428.82,403922.32,3741748.48,8049742.2,732,1
527616.36,362069.13,254394.57,4123494.49,633,0
1873801.46,875603.75,4703076.42,6853481.33,801,1
1740667.19,509579.05,3428647.46,1697749.85,689,1
2172636.72,1745573.68,2165075.64,5408614.79,673,0
2819343.38,1775638.92,4362870.16,1309832.18,690,1
2745538.23,1230845.32,7953069.05,5384863.3,552,1
2843619.29,629887.34,1846393.04,2473759.86,604,0
809675.23,466467.81,1213384.32,4552041.96,663,0
481539.39,407506.62,902144.62,6696295.2,619,0
976602.43,603018.68,404356.2,8776892.09,592,0
2695747.0,2372676.34,351973.62,1694625.58,621,0
2918955.08,862597.29,117866.99,8938027.7,654,0
2592042.36,1549558.1,2524852.91,3930874.6,850,1
419051.39,317929.07,92963.15,8445775.86,617,0
2847541.19,1617057.46,6866304.15,5149851.79,582,1
1327738.28,350186.26,3972537.94,8628975.29,634,0
126999.84,77218.47,23356.73,6645099.47,800,0
1382941.85,868786.93,1795305.83,5111725.6,807,0
233600.59,165878.96,18033.12,3159759.4,844,1
1677245.97,1229166.46,674207.05,9690645.42,656,0
1081806.68,800040.27,1048019.35,8018931.69,714,0
1472961.31,978651.81,1739706.7,3842812.49,544,0
1878194.05,659373.51,5295284.2,1708899.75,614,1
2619523.18,1265138.09,3110711.09,7806377.42,538,1
2019514.57,1501086.97,3006719.89,9899945.66,697,0
1358741.72,1178571.06,1001053.1,2825800.79,653,0
2476340.78,632117.87,929.66,9162837.57,672,1
2726188.2,1567219.28,7355264.95,1297438.52,565,1
447303.9,187315.48,109653.99,9524452.23,735,1
1642605.63,587684.42,4751641.74,7466122.18,409,1
925084.68,512559.34,363125.63,3498632.48,624,0
236477.47,147624.03,429120.41,3081086.63,639,0
2038785.42,421703.52,6112751.19,6452181.77,447,1
2602035.25,1941494.56,1080869.28,5955396.05,688,0
572417.7,443004.07,728017.57,9193420.18,632,0
2455999.61,2151105.87,5750160.67,7674119.19,706,0
2574847.63,840560.59,248654.19,5426630.48,849,1
2751587.28,1695491.75,5693992.34,9279280.13,682,0
869326.76,433479.15,209612.08,5947669.78,747,0
2721463.89,1182148.11,1931043.08,8504364.11,788,1
1029921.99,613775.23,494597.88,8417379.39,699,0
1701780.24,1272366.91,4632261.63,9195988.85,563,0
246471.67,53271.63,133432.4,722640.21,485,0
227255.16,199661.85,27566.57,5859005.7,687,0
2189082.32,1678844.68,3859082.94,4710506.28,609,1
1388991.94,1008140.89,1442527.54,4930896.72,778,0
843247.89,617486.12,1026332.74,4626110.51,602,0
652199.14,308061.37,232957.86,8382793.56,648,0
2042865.12,1483394.61,4585626.44,3218407.33,534,1
101164.48,47622.08,182567.58,4654373.26,615,0
2437084.39,2020573.95,2662883.02,2046791.3,555,0
329823.86,106881.29,169768.53,2554580.33,564,1
655319.88,265170.73,1166702.17,6621179.83,644,0
1220085.55,714892.39,2849865.86,1213512.59,589,0
1506090.35,637750.53,1411495.6,1918827.02,850,1
1129485.84,561316.14,87626.81,5303943.87,733,0
1030065.28,561072.32,662364.89,485541.63,758,1
2895356.44,2314685.01,5927354.75,1312923.64,638,0
1960581.08,1110148.8,5817610.92,8640361.74,660,0
167955.57,76205.12,6739.84,8469160.32,607,0
1347510.13,503180.92,1237635.08,3510372.25,850,1
2637525.23,1282030.29,490744.83,3512513.59,639,0
974222.94,546553.95,924584.2,9368328.72,589,0
374213.4,270287.0,455695.76,307119.33,574,0
2299315.84,654693.73,6352058.38,5823940.36,683,1
1857440.11,659626.08,448910.58,5994036.26,792,0
1753906.27,816895.55,4089060.87,7889476.32,758,1
255372.02,115499.37,303025.26,9519917.63,574,1
507447.13,240643.44,1235019.01,3590484.49,571,0
1905393.25,1439457.69,2934699.17,4406443.06,774,0
702689.14,299983.67,82809.19,6729419.88,850,0
1561803.23,861066.99,4433362.22,9674352.64,635,1
1680156.89,1069814.57,417018.62,8913383.92,770,1
922170.85,334309.97,1653498.91,6687177.38,503,0
2850432.95,2004101.7,7505199.33,8574399.54,565,1
2543145.91,1482597.92,608598.7,897784.09,549,1
2194883.17,1125419.35,3647193.83,3802413.08,691,1
326182.21,250132.44,806606.09,180270.33,632,0
407777.06,151059.66,1206601.76,1815848.77,673,1
1529065.9,1251117.16,3322632.99,6323401.08,771,1
566068.71,335528.24,472669.14,8861338.16,584,0
2936969.84,1839783.74,6163850.89,6346164.08,659,1
559708.68,454786.4,1185071.36,6658174.16,516,0
1513656.72,1169009.02,3178524.78,1083024.97,766,1
1155951.06,717953.63,2962449.79,6665361.88,759,0
1954220.62,1421170.58,512279.76,4570749.84,686,1
474205.59,238678.88,154239.89,6531830.3,661,0
1347917.64,786057.62,2590497.37,3295422.44,599,1
896644.6,218287.32,2565876.99,5835785.12,510,0
2674479.42,703122.09,3737627.56,4269489.5,680,0
217698.57,169935.02,627339.37,5608438.7,725,0
2749809.73,664821.94,7738667.93,1513540.71,850,1
2515683.0,801444.75,6814304.04,3988457.29,610,1
962955.08,729036.79,2628436.85,3774072.64,677,1
2388942.9,479704.91,6438096.91,7377125.48,761,1
190519.32,75766.3,468614.32,7078774.66,764,1
2903910.1,1767979.05,6054469.24,9093143.91,587,0
1627125.33,1003635.23,119145.5,6338953.14,622,1
979514.98,728766.03,388633.12,3179743.94,597,0
1151491.32,638097.05,463701.14,7843085.4,559,0
292575.53,162842.07,20661.93,4995126.55,797,0
2969113.59,2101293.36,1039502.42,1975257.45,656,1
213946.64,117464.65,590329.98,7486744.11,642,0
1999230.66,1251405.96,3981293.64,1368687.39,674,1
1383934.19,1146509.0,1295665.56,1822625.65,655,1
2851857.03,1371788.02,6787647.99,7599621.49,627,1
813399.25,381962.16,1191718.12,7712939.71,573,0
1643051.79,332692.18,700566.25,7918273.62,806,0
1498833.0,943363.07,3977162.74,2968584.99,592,0
2138312.69,472225.69,2172495.41,8672545.2,556,1
297229.67,164339.46,623165.1,7240547.95,641,0
661988.48,505073.15,577109.96,8347975.73,850,1
722237.98,422469.31,1083511.35,7100624.57,567,0
2240637.19,871037.21,5486778.54,5816984.76,720,0
648502.22,486582.82,305011.37,1138477.98,625,0
1763126.12,685506.79,5169052.37,7123815.31,674,1
724207.08,516448.18,152552.61,6920084.72,742,0
2598712.36,1629862.8,4163206.65,3159286.78,478,0
2832337.82,903508.42,7783481.16,7371406.7,560,1
1603629.63,1336775.57,4549628.2,5527022.81,740,1
1121695.76,381881.97,781066.92,5616092.07,659,0
778767.55,695214.32,336392.49,3707666.55,671,0
244364.9,50123.48,531056.01,1212011.16,721,1
878650.22,337786.85,110640.26,2208438.16,561,1
1997283.76,678881.16,2907479.74,7699874.95,755,1
1647489.1,345635.61,3935959.67,2750843.43,731,0
2837719.71,2022322.32,4769537.62,72417.89,673,1
1249204.06,856202.04,704600.81,9970323.34,696,0
2112203.69,1593965.38,3086210.3,2146288.23,766,1
1519035.97,576761.22,4198348.29,6571062.33,590,1
1586471.03,810741.61,2937571.52,9272873.95,716,1
876545.51,579729.2,1897258.12,6017141.71,824,0
1419357.25,720803.48,1431835.73,8000354.62,714,0
1465276.49,1008297.84,828542.53,9764898.54,627,0
2149263.31,1383655.71,1648327.4,8610616.09,850,0
2827856.0,792516.43,4523248.37,5601145.68,673,1
1055031.7,787824.02,886923.44,3668844.16,789,1
222381.36,156661.76,361568.6,4850521.27,607,0
1539255.86,1014499.02,3268418.62,8426170.37,756,1
1678937.86,518062.34,3699015.13,8540878.37,595,0
588477.6,228092.45,290740.19,8466256.48,682,0
2305347.36,1095556.21,5190011.32,5992382.81,589,1
2956294.41,1170546.95,5965992.57,4795711.38,840,1
2842746.68,1021874.2,102382.66,3147813.66,627,1
671607.51,512940.49,118616.99,83440.51,539,0
2638553.4,1706517.58,5115491.45,7656628.45,659,0
2143031.55,1276883.54,2466868.68,2806132.89,703,0
1416155.04,507219.86,620717.74,3330295.06,647,0
1667771.88,1405353.97,222130.0,8442638.19,568,0
2563840.51,855882.08,1226015.77,569899.01,753,1
1492391.32,1128942.78,4286956.6,9279822.3,775,0
1182301.37,1036489.17,2580605.57,63551.13,485,1
1530417.73,1085012.47,2422829.2,9394732.69,562,0
1779476.43,1592633.44,5026347.39,4574846.99,634,1
648325.2,425130.03,1204154.69,1066120.12,596,1
2712632.42,955449.47,5905225.98,6757905.6,702,0
2055142.15,704243.05,1742669.0,8963771.44,833,0
1936479.86,827254.51,3421654.43,4408824.53,611,1
388539.06,79647.02,167239.54,6929011.15,807,0
1852104.42,1254224.61,2247435.06,9794659.07,503,0
450785.92,174935.34,44952.81,2444973.2,695,0
328223.26,252938.12,213307.13,8213472.1,590,0
1629201.6,735455.58,365928.27,2987609.24,697,1
1268078.05,679651.22,1475201.43,4292059.12,474,0
1807549.78,1583381.51,4571484.09,2853570.39,521,0
358744.29,132563.36,406745.1,4487816.9,697,0
1349850.88,951480.01,3367768.45,100635.87,586,1
606881.47,442163.19,1195249.99,3069216.53,617,0
2962590.25,1050826.94,4528580.91,4480675.94,833,0
1727335.62,951239.9,1227574.38,6340789.83,663,0
2093566.9,931933.19,5791786.41,6391745.84,740,1
1043713.01,772696.62,169710.27,5858666.9,574,0
374742.85,238238.39,774495.69,2965666.7,515,0
2930025.5,1562254.84,5460746.19,9476672.94,641,0
930151.2,693478.22,1230705.91,3950099.75,500,1
1329043.74,484581.17,958191.18,2208094.72,580,1
1984605.37,1443870.5,2564284.41,5567403.75,673,0
171622.16,138286.62,449361.43,7501840.27,638,0
2449751.48,1996633.48,6149607.05,171724.05,683,0
1656076.75,1239691.88,4676998.81,2799622.87,710,0
906829.84,440365.56,837348.2,8258529.63,530,0
278663.16,247248.24,323615.0,5094859.88,555,0
571245.4,266037.87,32091.69,4114458.63,432,0
2695598.19,1744153.87,7625442.9,9312467.73,612,0
2089470.25,653485.84,2064752.39,940874.22,723,1
824714.99,730956.63,999959.89,6174923.5,799,0
290242.22,201076.95,790449.67,3454777.73,669,0
2102784.41,1529490.27,3321968.9,754692.81,787,1
1759982.41,433032.57,2989371.7,2176757.86,688,1
1273106.62,934959.92,673089.58,6297935.47,660,0
1154473.2,856972.85,1727068.89,331355.49,588,0
728761.4,488445.7,2007464.96,5942875.71,411,0
2041872.64,825604.11,3422493.54,9570661.69,772,0
2914937.28,1582178.49,2230944.61,7961205.82,644,0
609574.21,169037.4,57021.15,3488690.94,788,0
1831638.2,970971.46,1847949.52,1425166.08,555,0
1330136.66,493050.66,2284872.5,4677391.12,850,1
1395397.29,620069.75,178387.4,3959856.84,625,1
837027.11,262676.09,1531238.76,9718742.95,580,0
2492891.14,900028.57,3914441.08,9899187.14,628,0
1507241.25,382233.44,3542478.77,4135317.33,667,0
1675876.97,1414324.46,145239.07,1530400.64,643,0
983806.65,562036.42,2304608.42,9110565.02,598,0
627244.55,299646.88,980151.87,7945745.64,469,0
349140.13,200588.14,388099.97,5137178.36,569,1
2170945.51,1388982.36,6287381.51,3685278.7,757,1
669079.42,565582.97,321398.08,4509249.98,562,0
2101218.53,683074.76,3412327.11,9023717.69,478,0
1232091.69,501321.78,1186435.82,1887202.31,544,1
1305746.92,1153043.13,2066291.15,8077496.04,641,0
1460614.74,671641.91,2419985.0,230996.8,574,0
1166354.67,251691.36,312985.15,9209691.33,622,0
391797.93,118852.08,777094.15,5027957.93,570,1
997932.25,217985.42,1899508.64,2306140.87,750,1
2024829.65,1808063.94,4674120.45,78422.2,699,0
2030774.76,802581.67,552320.94,5617487.36,850,1
930050.49,787269.07,829396.37,2482654.31,611,0
1434297.62,1286737.64,2797356.25,6331080.14,621,0
660996.96,409744.65,271135.98,2847634.35,768,0
710079.04,158516.21,1443444.85,925839.09,689,1
166836.56,42896.04,29543.44,5075263.72,555,1
2700564.99,1450506.78,2713513.28,5666633.08,705,0
711049.33,344375.7,1806160.13,4553270.75,689,1
759848.24,474391.58,1765031.63,4607453.77,470,0
910844.15,461974.2,1761829.59,5917018.77,584,0
469483.41,400870.19,1225997.35,5287217.42,669,0
1953862.36,1122137.93,4157445.2,1369047.01,794,1
317914.56,217964.85,495350.73,2011002.18,719,0
489187.04,404821.69,1437795.3,1460820.86,593,0
1969794.51,596474.09,4106171.07,6948291.04,579,0
1085015.8,391489.17,1957478.66,5309554.2,729,1
2153048.7,592353.35,2640954.69,4327058.48,407,1
1716531.76,511091.97,4647059.14,7993473.0,569,0
842461.4,470774.83,747370.5,3291656.86,790,1
1987401.06,844298.61,54969.09,5702661.3,679,0
437193.67,216944.68,258041.13,790355.63,574,1
1655590.11,1469738.34,543948.23,7456820.63,529,0
1367729.5,423576.31,1308891.59,6967164.83,733,1
876833.39,507308.14,2172474.0,8033677.31,657,0
1851614.49,498472.78,3619145.42,8850535.78,628,0
2626867.42,1111026.8,1331668.81,7592381.26,687,1
2996823.63,1705996.23,7091878.72,8452674.41,666,0
1862512.03,1606681.52,2817346.7,3489263.26,658,1
1273647.04,603530.07,1959052.38,3466206.75,517,1
753100.59,184837.01,818120.69,9445793.16,547,0
845578.66,398870.46,2193303.44,9150016.64,724,1
1490419.44,450134.72,1423323.6,5507548.54,705,1
1165105.33,420594.55,329048.21,3697259.91,688,0
2750062.12,1739863.75,2497570.61,8666715.23,591,0
1168056.86,288739.81,2506720.84,3267940.77,726,1
1182989.31,621432.13,2333737.04,1578669.07,612,0
1212250.09,759623.92,683771.43,6412952.12,780,1
2526198.61,1251228.38,847168.02,474087.01,575,1
1987286.13,424063.9,3939988.07,3822063.97,597,1
1881089.67,1673913.13,3816976.43,8086254.97,634,0
1069014.76,488519.48,1174258.11,2987401.15,734,1
2471922.11,1841591.94,6250018.13,9316589.02,646,1
211255.2,90407.2,619952.8,9560455.43,653,0
2625311.8,1398009.33,1619648.5,8167372.19,610,0
1586974.71,748932.33,2747380.37,9877051.02,676,0
1254925.68,551888.03,20127.74,5331102.91,642,0
1541785.11,331940.11,3298129.96,5713535.54,571,1
2035505.04,920078.11,2529819.99,8369859.81,662,0
137019.74,112718.33,79445.1,4953412.3,665,0
2627500.38,1795306.21,5929390.16,4096864.07,850,1
1395544.62,421169.79,3393889.71,6166798.23,588,1
1094602.91,671876.57,365049.53,6593712.13,566,0
500912.14,413032.92,61605.82,7521413.43,677,0
1374449.59,948402.97,1377521.93,6698596.94,550,0
1539336.04,468079.88,2890829.05,7469931.86,542,1
1270575.41,1025967.73,3024298.03,6761868.73,506,0
2068114.27,850162.09,3387958.93,4830430.12,572,1
1320599.93,683877.03,2300810.39,1392599.11,575,1
2888110.98,1641313.27,6930237.93,7865160.13,521,1
1837904.8,1461786.08,2915891.33,356252.56,624,0
2441686.01,2080622.3,4476742.11,9925375.91,413,0
417132.12,354878.08,645992.5,8293161.97,699,0
1252144.75,257400.8,3307383.46,6725560.55,594,1
1076858.33,910291.98,760854.1,9667737.38,609,0
1751498.93,416980.88,1387153.44,6144079.3,708,1
2597229.21,1002638.41,997035.74,611507.16,687,1
327180.83,183382.07,804341.44,5615852.63,587,0
310466.91,166394.12,383529.67,2808181.65,695,0
2565921.35,1599330.71,2678005.48,3726301.4,804,0
717265.25,384176.13,2111662.0,4622872.3,548,1
2039384.44,1741762.74,5670325.09,7757277.43,725,1
1674346.58,616802.82,4882332.77,5054145.68,538,1
2515391.43,985573.84,1073813.03,4773068.89,767,1
462757.84,390806.66,1237301.29,3054622.77,578,0
476370.6,120863.63,469762.77,5421728.81,574,0
1714773.24,1074635.66,65110.47,2521489.0,764,0
2844498.09,1926337.25,3339142.11,2646888.46,722,1
1303493.5,721977.94,1991202.41,7584724.81,582,0
1048132.09,718979.12,340287.9,3458345.28,662,0
1859399.04,596733.68,2999271.73,561426.75,579,1
2798300.94,2229805.29,6879317.16,3469588.99,490,0
2527090.72,753118.48,2863074.63,6403793.47,668,1
2986902.47,1435411.87,3159946.93,8149156.59,614,0
165448.89,41805.68,168167.43,9621269.98,555,0
427288.62,248531.47,1183283.25,7474893.19,780,0
1867456.51,1248996.12,273160.89,4317073.51,558,0
2479671.67,2129678.77,3310928.11,3026236.83,664,1
927208.59,665304.93,736016.66,1339818.4,757,1
793712.16,459378.4,2128276.5,6295480.02,624,0
2382229.82,2031641.61,686455.7,5123338.98,576,1
263507.38,140951.62,325254.61,6793130.09,679,0
1171209.68,694344.58,1429401.04,2409474.91,695,0
1566846.75,967165.88,4175933.71,3270259.47,737,0
1725011.16,840055.95,1115185.79,2956348.73,837,1
2212983.95,1741480.91,4281429.59,7986635.83,604,1
1129052.6,372161.88,455254.76,1753736.66,669,0
1876784.6,1104280.41,5371220.79,6104297.56,523,0
1797588.73,1268312.6,3197991.02,560982.41,716,1
1688086.69,1405810.44,3171526.96,5517799.38,668,0
1957401.55,1602608.58,2547206.19,685944.06,632,0
852402.6,474036.6,875288.02,1799972.08,588,1
345481.39,224636.49,220427.24,1174601.76,615,0
445887.85,212227.64,807932.4,3499917.27,673,0
751288.91,396473.51,2151454.96,3470127.61,553,1
1550574.01,1293777.33,1673647.51,8272871.84,619,0
2537283.98,2160479.03,6722459.47,2295590.14,651,0
2133750.69,1764163.39,952354.68,909548.08,496,0
2388217.75,708965.37,6707018.34,6054942.32,544,1
1117829.31,888740.05,1175351.52,6890134.46,583,0
1273495.85,1100115.26,1450743.09,2983494.98,806,0
1241677.47,562324.42,1724102.41,6048000.46,566,0
656432.23,369605.75,1414436.07,7771762.85,644,0
277528.31,206860.35,599172.6,3508151.74,545,0
1813656.67,1076323.07,2609427.11,5277270.71,572,1
2968728.38,2658313.59,4659296.58,1509001.07,505,0
583806.14,302995.01,52560.92,285285.67,717,0
235385.98,164713.67,214881.53,9814611.35,517,0
2360641.88,1781845.06,2450467.19,3032321.96,740,1
832499.42,454436.7,1395420.38,2825075.4,696,0
2505967.04,2004494.62,4197242.44,9733789.08,642,0
2141416.33,1246964.32,4560573.07,7295923.56,744,1
2842453.26,1387559.36,6114349.72,5873713.99,850,1
1285888.98,354232.29,907364.64,7008267.78,697,0
2019712.53,960150.14,4666669.93,7113769.34,537,1
1448078.86,1033574.28,85162.54,7645192.01,798,0
1928707.22,1629565.67,4143799.8,718532.85,668,1
1403836.83,528089.14,429831.41,4157672.63,850,1
647033.51,290301.2,1416320.53,2986546.66,599,0
1572902.51,484096.44,2487316.1,752167.9,778,1
1632894.18,1116093.01,2141970.99,4155360.02,649,0
2450751.16,2137378.27,5077954.37,6180926.18,850,1
2233010.05,1448478.93,243649.31,1826051.92,621,0
2024995.71,1279703.27,1357579.35,3085016.1,850,1
428822.58,251908.8,793030.35,6409749.68,693,0
2189787.24,573546.93,5565664.47,5814280.34,734,1
1550884.95,1102140.55,1773162.3,8694415.36,820,1
2692888.65,1673454.4,2090447.5,7922748.15,571,0
2767625.71,1835029.22,4307004.89,9657829.97,746,0
259954.11,215545.57,485320.23,5992073.44,620,0
2479860.53,1856851.49,3125390.77,6999750.3,665,1
209322.43,156288.64,550545.64,8612037.28,658,0
1164791.91,988941.69,1829091.53,8407924.83,707,0
1672669.93,1493618.08,179763.11,7201280.34,703,0
529492.32,321347.78,354316.07,5027549.28,592,0
2264310.06,625441.23,3061213.81,2768408.54,662,0
124228.64,64771.69,260032.48,8778296.75,416,1
588937.24,442480.8,388260.84,7777721.65,749,0
1784310.81,391491.58,5225840.1,8387174.17,819,1
2171723.93,520825.45,2075461.78,1450853.72,669,1
2758265.0,681320.27,4406164.55,3182388.14,489,1
2145940.29,1527319.42,122102.19,4277606.13,724,0
2048159.88,1128160.55,5437193.03,8391602.12,573,1
1243589.32,569848.15,2942959.06,8934222.39,668,1
103724.83,28413.54,60821.55,2884682.51,718,0
448461.85,319559.64,1255563.16,6879970.21,704,0
1650208.18,700866.3,1563604.09,824251.35,758,1
2057876.67,793778.28,4273302.04,4125254.06,664,1
1310600.02,860570.7,3220051.14,4892357.62,667,0
2218969.13,1312093.37,4932198.96,7668046.51,723,1
1613400.66,731979.63,4441286.0,8925123.76,642,1
315110.97,204520.01,817027.37,3405968.2,581,0
656847.13,256075.18,1959923.15,5301001.95,695,0
2535994.85,1918178.78,1389304.8,6492109.81,537,0
2202246.97,793961.27,2013482.26,3320437.93,641,0
2694809.76,838588.11,5143523.04,9856105.22,512,1
440916.02,329676.26,969636.75,8763955.08,594,0
2971645.35,2066851.91,4765969.87,2999208.15,598,1
707279.47,231879.65,156864.04,5104065.0,551,0
134161.64,37749.33,338729.39,2346864.1,760,1
2992526.52,2354757.36,8626325.99,5169313.99,751,1
915114.27,680496.3,1113282.75,6849156.83,781,1
2037256.41,874146.31,1374002.01,900934.87,631,1
612378.71,404622.0,35482.0,8707666.19,606,0
1782662.74,511467.57,1269072.45,5957771.39,730,1
2721701.46,1510362.94,5714909.86,9896548.84,662,0
1028525.39,219190.28,2812778.48,304635.5,662,1
2043736.53,968979.05,573348.21,8323408.59,395,0
644920.41,162771.45,1070424.42,7930032.33,725,0
1911906.66,1018287.27,3989372.47,1371882.49,712,1
1075706.02,532665.04,891913.54,3386291.07,649,1
712503.95,364139.05,1218161.67,8853722.22,731,1
1008227.95,233638.59,2163400.36,5208620.24,710,1
618639.1,280324.82,1554737.63,4042750.8,580,0
2715556.71,1981103.7,3686367.02,9059689.5,628,0
1251841.97,573644.14,2808597.16,978778.02,549,1
811309.98,568420.3,734518.61,4757571.69,796,1
1400382.74,642264.69,895040.96,6541122.27,747,1
1029554.88,510934.74,578549.35,6104987.32,568,0
2258815.84,1343373.07,2431882.23,2679550.72,711,1
2916537.74,2524197.38,313933.34,5654963.4,677,0
1370297.6,378479.37,1163349.11,7100189.55,581,0
2596996.86,579233.24,5081461.88,5869609.8,662,1
1741002.91,1089119.24,3384086.85,6860399.15,735,0
555983.43,480574.26,122684.09,2597983.46,743,0
2102805.95,1877398.18,1813137.81,8336847.06,850,0
1588960.04,856314.36,2715013.11,4524410.89,659,1
1986758.92,1048327.52,1898658.9,9872877.25,626,0
2680093.5,1746012.94,3360740.96,281688.94,706,0
1377260.25,811129.62,2945177.78,3834137.94,631,0
2713415.11,1747063.9,75434.27,1845726.77,591,0
2276940.14,1848419.09,1887994.67,5578314.79,557,0
1516954.29,1095869.5,647916.56,2469890.69,307,0
1849344.19,1013096.96,707979.9,7387905.57,723,0
1044185.28,546427.51,3004247.04,8824565.33,486,0
2952432.17,1912352.98,3335306.51,2148299.32,562,0
2035318.37,1056318.84,3218379.24,1648742.3,679,1
227155.87,118222.26,500075.85,8759804.0,617,0
1047203.53,221393.62,149061.49,3644655.56,850,0
1907611.86,613955.14,1379332.93,4374107.17,499,1
263366.51,142733.99,657479.56,2248646.55,850,0
169264.15,131324.85,437712.34,4281882.94,788,1
1405070.29,555155.79,1572066.78,2351435.73,740,1
1064801.52,602518.37,1197459.6,6675978.03,793,0
1371065.96,605289.23,3113266.64,5013820.3,690,0
861810.6,235586.95,762883.95,7891201.44,479,0
577681.47,503050.18,202929.24,3161644.75,701,0
2098515.74,1675185.74,1621326.58,5080670.4,501,0
1592256.24,405937.28,1850256.19,2632257.06,597,0
680447.21,478933.51,106567.65,9348015.61,642,0
1026809.34,455190.67,1474540.06,5243259.89,558,0
1816242.93,1628070.84,4032100.24,1775951.84,744,1
309465.11,127400.28,476958.59,2764018.31,628,1
527613.73,193695.92,113798.91,874874.54,690,0
312412.25,186673.63,412524.41,326769.16,649,1
2455720.26,1926729.42,5222614.24,5282922.17,662,0
2281986.78,763925.22,397727.39,3404373.08,561,1
2284607.5,1591416.32,410182.02,9639545.88,532,0
2177343.5,529060.96,2420779.66,1754747.39,634,1
2041217.73,1721265.67,1193891.7,7949430.89,553,0
1483276.55,380834.88,4159615.29,3193915.85,789,1
1962606.67,1648514.96,3422846.51,2274196.99,512,0
211248.51,114827.31,182091.19,9697886.35,850,0
1902246.83,977115.29,4021977.89,8035637.16,680,0
2355845.35,2076241.74,2649824.58,6324677.87,656,0
1551039.25,1385495.16,614749.65,6986354.32,595,0
1136788.65,744738.31,809048.72,9914245.67,715,0
904537.53,261396.43,1744167.13,5952413.72,629,0
1964125.95,1088752.45,305673.62,1063909.49,680,0
2109123.48,1203073.92,1725404.57,695417.96,734,0
2625806.04,1470746.78,1640956.61,6682737.44,716,0
1092768.84,654179.82,659382.54,6593131.38,773,0
2332339.69,497038.61,4777301.62,7494329.24,703,1
1727931.89,1205852.99,4280866.16,1132348.37,554,0
2660225.82,1858635.97,5713100.51,9451777.63,442,0
1630655.11,457934.99,3158878.1,5534026.22,671,0
1601126.5,959343.14,4402065.66,6513077.43,672,1
1775843.54,1061693.08,311087.19,396781.21,842,1
2273014.53,1540456.71,1142074.46,9611693.43,638,0
2897602.39,752734.47,3602358.88,5647788.9,687,1
313333.73,200079.98,350104.99,5655462.97,727,0
254960.35,101098.5,319759.75,9438375.4,701,0
2818895.98,1564211.28,1745924.7,9297034.27,734,1
1636639.31,1213284.07,734049.01,2241970.99,568,1
1883218.74,1306863.71,2876766.8,9314433.28,552,0
