transaction_amount,location,device,time,frequency,is_fraud
294032.03,Kigali,atm,15,1,0
3908082.06,Kigali,web,6,4,0
3664470.5,Kigali,mobile,3,0,0
216446.14,Musanze,unknown,17,0,0
4702719.08,Nyagatare,pos,9,5,0
3172923.91,Butare,mobile,1,3,0
838086.28,Butare,atm,17,3,0
615924.42,Rubavu,atm,3,1,0
2810083.98,Rubavu,mobile,7,6,0
294641.91,Kigali,unknown,10,1,0
822466.27,Kigali,mobile,11,4,0
4742286.8,Butare,unknown,2,2,1
3723831.92,Rubavu,web,5,9,0
3067638.82,Musanze,web,3,5,0
1044493.71,Kigali,atm,17,3,0
1092969.8,Gisenyi,web,12,3,0
2229423.71,Kigali,atm,2,4,0
3770394.3,Musanze,pos,3,4,0
20146.06,Rubavu,web,11,3,0
221854.2,Rubavu,web,14,3,0
4350623.05,Musanze,pos,10,4,0
4070421.38,Butare,atm,10,3,0
3473558.42,Kigali,mobile,10,4,0
2497910.29,Musanze,web,12,1,0
726061.33,Musanze,unknown,14,2,0
511614.84,Kigali,web,20,8,0
4526928.95,Nyagatare,web,22,2,0
1912917.94,Kigali,mobile,14,4,0
3478765.22,Kigali,unknown,16,4,1
2281262.31,Kigali,web,0,3,1
3654779.13,International,mobile,5,5,0
966947.75,Kigali,unknown,6,1,0
2423097.31,International,web,13,1,1
1884643.33,Gisenyi,mobile,0,4,0
1225645.98,Kigali,mobile,19,4,0
2988756.83,Gisenyi,unknown,5,4,0
2685097.99,Nyagatare,web,17,4,0
2478708.31,Gisenyi,web,8,4,0
2955718.13,Kigali,web,1,3,1
713082.58,Kigali,atm,20,6,0
1853056.4,Kigali,mobile,16,2,0
1623709.03,Kigali,web,21,0,0
3845992.52,Kigali,atm,10,2,0
179102.51,Rubavu,web,18,1,0
1410014.5,Kigali,atm,12,1,0
4591512.4,Butare,unknown,15,3,1
1502103.07,Kigali,unknown,11,7,0
759921.43,International,web,21,1,0
3786848.31,Gisenyi,mobile,8,8,0
239697.03,Musanze,mobile,7,0,0
2131886.09,Butare,pos,13,3,0
4276861.12,Kigali,mobile,17,4,0
4770497.01,Musanze,mobile,8,5,0
1245474.27,Musanze,web,11,2,0
1481363.07,Kigali,unknown,16,6,0
2836471.9,Gisenyi,mobile,14,2,0
1133144.52,Kigali,mobile,18,7,0
754144.96,Kigali,pos,9,1,0
2130194.56,Musanze,mobile,3,5,1
361704.27,Nyagatare,web,4,6,0
4471152.75,Kigali,pos,6,4,0
1671316.01,Gisenyi,mobile,18,3,0
1681752.48,Rubavu,web,21,3,0
3956969.88,Rubavu,unknown,11,4,1
1708071.01,Butare,atm,23,1,0
3804653.83,Gisenyi,mobile,4,2,0
906619.45,Rubavu,atm,0,3,0
2645177.19,Kigali,mobile,4,5,0
3842673.09,Gisenyi,mobile,18,1,0
2249770.57,Butare,atm,15,4,0
359530.41,Kigali,mobile,19,1,0
3684643.3,Kigali,mobile,12,2,0
2470535.44,Gisenyi,mobile,6,2,0
1582422.41,Kigali,mobile,2,3,0
4963982.28,Musanze,web,11,2,0
4380423.09,Kigali,mobile,0,2,0
189593.84,Musanze,pos,23,5,0
2968473.32,Musanze,atm,19,4,0
1773166.37,Nyagatare,mobile,18,2,0
187507.24,Butare,web,21,1,0
56979.49,Kigali,pos,14,1,0
2918997.03,Rubavu,unknown,19,4,1
1600993.23,Kigali,mobile,22,5,0
3516729.37,Kigali,atm,22,2,0
2272379.22,Nyagatare,mobile,18,4,0
3832604.55,Kigali,mobile,17,5,0
4065419.64,Butare,mobile,19,4,0
3286343.41,Musanze,web,9,2,0
2090154.06,Kigali,mobile,21,0,0
4942392.01,Nyagatare,mobile,9,5,0
1533773.56,Kigali,web,18,1,0
2573139.38,Kigali,web,9,7,0
2602260.31,Kigali,atm,22,3,0
2141980.09,Gisenyi,web,11,2,0
607515.89,Butare,web,21,5,0
1770033.49,International,mobile,19,4,0
1076341.13,Rubavu,mobile,3,3,0
4499336.04,Musanze,pos,19,1,0
3277047.73,Kigali,mobile,8,4,0
1439427.01,Rubavu,mobile,11,4,0
2828880.25,Gisenyi,atm,18,1,0
4266111.01,Butare,mobile,18,2,0
4672205.26,Musanze,mobile,6,1,0
375640.3,International,web,18,6,0
3934649.05,Kigali,web,14,5,0
4831557.3,Musanze,mobile,9,3,0
2336495.39,Nyagatare,mobile,3,3,1
4977672.28,Kigali,web,23,5,0
4785411.42,Kigali,mobile,4,5,0
3284628.29,Musanze,mobile,3,4,0
4238133.19,International,mobile,20,1,1
1483167.31,Nyagatare,web,8,2,0
4587359.52,Kigali,mobile,18,6,0
2959649.61,Nyagatare,mobile,8,5,0
2548573.11,Gisenyi,mobile,18,5,0
4178390.99,Butare,web,23,1,1
4447527.15,Musanze,web,13,6,0
3506394.71,Musanze,mobile,5,4,0
125668.9,Butare,web,14,7,0
2986232.11,Butare,mobile,20,3,0
4108368.65,Butare,atm,10,0,0
2726574.06,Kigali,web,11,1,0
4674325.79,Rubavu,web,14,3,0
4486638.27,Nyagatare,web,21,3,0
2648616.42,Kigali,mobile,3,3,1
2019452.05,Musanze,mobile,19,3,0
275854.72,Kigali,web,23,2,0
3163172.42,Kigali,mobile,4,1,0
1330190.54,Kigali,mobile,5,2,0
3342427.33,Butare,web,11,4,0
3993906.81,Gisenyi,web,19,1,0
2043763.21,Kigali,mobile,1,4,0
78415.9,Rubavu,pos,5,4,0
4326334.54,Butare,pos,21,4,0
2745261.04,International,mobile,6,1,1
1574299.79,Kigali,web,10,3,0
3169163.33,Rubavu,pos,4,3,0
3372133.43,Kigali,atm,8,2,0
737759.8,Kigali,mobile,7,2,0
3232184.45,Kigali,mobile,8,1,0
1433791.56,Kigali,web,0,1,0
4018222.18,Kigali,mobile,13,4,0
4707582.14,Kigali,web,11,5,0
513785.51,Kigali,mobile,9,1,0
4586830.31,Rubavu,web,18,4,0
4517278.15,Butare,atm,12,3,0
1714866.63,Kigali,unknown,13,3,0
144663.16,Kigali,web,22,3,0
3316295.32,Kigali,web,3,3,0
1723883.53,Butare,mobile,16,0,0
958641.66,International,mobile,18,5,0
543268.0,Butare,mobile,4,5,0
980533.8,Kigali,pos,11,2,0
1187715.43,Kigali,web,6,1,0
3979229.68,Kigali,mobile,0,3,0
3919205.32,Butare,pos,21,5,0
2472323.82,Rubavu,mobile,20,2,0
2766849.81,Gisenyi,web,23,4,0
4589123.6,Butare,atm,22,3,0
4540246.95,Musanze,mobile,3,3,0
4143454.68,Kigali,mobile,8,3,0
1871681.84,Kigali,mobile,18,1,0
1833078.71,Musanze,unknown,14,2,0
4439469.32,Butare,web,18,0,0
4632604.57,Gisenyi,mobile,19,4,0
3992374.01,Musanze,web,6,3,0
3785801.49,Nyagatare,mobile,22,3,0
2791040.99,Gisenyi,mobile,4,1,0
1692005.34,Musanze,unknown,22,2,0
1203542.52,Butare,mobile,16,5,0
702121.34,Kigali,atm,6,5,0
3641144.85,International,pos,16,1,0
3885005.6,Musanze,web,3,3,0
1793546.6,Musanze,unknown,12,3,0
30702.93,Butare,mobile,2,3,0
4693012.1,Nyagatare,unknown,17,7,1
2185728.07,Butare,mobile,7,2,0
4872967.94,Rubavu,web,16,3,0
3386959.17,Kigali,pos,4,2,0
620505.48,Kigali,web,0,4,0
1635097.56,Butare,web,6,2,0
3285422.53,Gisenyi,mobile,10,5,0
3246439.43,Musanze,unknown,18,5,0
1160311.14,Kigali,mobile,21,3,0
884695.88,Musanze,pos,11,1,0
1384315.6,Nyagatare,unknown,22,3,0
3934566.47,Musanze,mobile,11,2,0
1209728.07,Gisenyi,atm,0,5,0
3509052.73,Musanze,mobile,10,3,0
4350063.05,Nyagatare,atm,12,3,0
1958415.91,Gisenyi,web,9,4,0
35466.7,Musanze,mobile,22,5,0
710217.7,Butare,pos,11,5,0
1559828.39,Butare,web,14,2,0
950176.16,Kigali,mobile,14,2,0
1447923.24,Nyagatare,web,11,2,0
2720437.89,Kigali,mobile,23,3,0
105894.96,Kigali,atm,16,3,0
321875.32,Kigali,web,15,2,0
4278768.81,Kigali,mobile,2,5,0
2611837.53,Nyagatare,mobile,15,1,0
4677687.78,International,atm,7,3,1
16876.41,Nyagatare,web,15,3,0
1255.88,Kigali,mobile,21,2,0
3698113.22,Kigali,web,17,2,0
2381525.48,Kigali,web,17,3,0
4569034.83,Musanze,mobile,21,3,0
3933026.5,Kigali,web,15,3,0
2520061.33,Nyagatare,mobile,14,3,0
2392880.75,Musanze,web,22,1,0
4055996.54,Kigali,mobile,2,0,0
4018630.01,Rubavu,web,6,2,0
1385085.58,Butare,pos,7,7,0
3373346.98,Kigali,web,19,3,0
3216189.67,Gisenyi,web,17,4,0
4280494.45,Musanze,web,4,4,0
4342963.56,Nyagatare,mobile,4,4,0
1341769.07,Kigali,mobile,12,2,0
4398772.4,Butare,pos,8,3,0
4622893.32,Gisenyi,pos,12,8,0
548628.51,Kigali,web,16,2,0
2868943.95,Kigali,mobile,13,0,0
2182600.17,Musanze,pos,12,4,0
2010222.52,Musanze,mobile,1,1,0
3524294.56,Rubavu,pos,20,0,0
648277.02,Nyagatare,web,9,2,0
4099819.07,Butare,mobile,6,1,0
133483.84,Musanze,pos,13,3,0
2891715.16,Kigali,web,3,2,0
1127187.32,International,mobile,15,2,0
3337510.86,Nyagatare,web,14,1,0
2627396.75,Musanze,pos,7,6,0
4998761.28,Gisenyi,mobile,6,3,0
4311681.55,Butare,mobile,13,6,0
1683495.39,Kigali,atm,3,1,0
2642647.9,Kigali,web,0,2,1
1589401.35,Kigali,pos,12,1,0
3644103.06,Kigali,mobile,10,2,0
2112354.48,Gisenyi,web,5,3,0
577631.1,Kigali,mobile,0,4,0
3304188.98,Kigali,pos,22,4,0
55819.71,Kigali,mobile,2,5,0
1486801.74,Butare,mobile,6,1,0
4535761.77,Rubavu,web,5,4,0
471324.47,Kigali,atm,9,5,0
2522376.49,Kigali,mobile,14,1,0
3975544.88,Rubavu,mobile,4,4,0
4522558.36,Kigali,mobile,11,3,0
2799411.56,Musanze,pos,22,1,0
766330.41,Butare,atm,4,1,0
4704316.67,Kigali,mobile,9,2,0
3746419.6,Nyagatare,mobile,1,2,1
1978653.95,Kigali,unknown,8,3,0
1385265.22,Gisenyi,web,0,7,0
239058.59,Gisenyi,mobile,9,2,0
957560.11,Kigali,mobile,5,1,0
3888496.48,Gisenyi,mobile,7,3,0
543583.85,Rubavu,mobile,22,3,0
647497.97,Nyagatare,atm,5,6,0
980065.54,Rubavu,mobile,16,1,0
1977010.98,Butare,unknown,18,2,0
945761.19,Nyagatare,mobile,15,3,0
4521565.37,Kigali,mobile,12,1,0
1288647.92,Nyagatare,mobile,13,3,0
4597478.32,Musanze,web,18,5,0
4924722.63,Gisenyi,unknown,7,3,0
3774139.38,Kigali,unknown,18,3,0
37681.58,Gisenyi,mobile,13,4,0
1200480.58,Nyagatare,atm,21,5,0
1337033.4,Gisenyi,atm,18,4,0
2714001.56,Musanze,mobile,10,7,0
792389.32,Kigali,mobile,21,5,0
386537.16,Kigali,mobile,19,4,0
882200.53,Kigali,mobile,14,3,0
1637096.16,Butare,web,15,3,0
246525.25,Butare,web,12,5,0
977223.48,Nyagatare,mobile,10,2,0
838016.07,Kigali,unknown,10,2,0
3861910.45,Gisenyi,web,14,6,0
848285.22,Butare,atm,5,3,0
3957801.86,Nyagatare,web,8,4,0
2541156.67,Musanze,web,2,1,0
3789391.97,Butare,mobile,21,4,0
2252059.35,Gisenyi,pos,18,2,0
4505325.35,Rubavu,mobile,9,4,0
1382955.15,Kigali,unknown,9,7,0
3834150.85,Rubavu,mobile,20,4,0
817518.36,Kigali,mobile,5,6,0
4413280.89,Kigali,atm,13,4,0
142690.27,Butare,web,4,1,0
2287451.9,International,atm,3,8,1
2106580.77,International,web,12,4,0
3119141.53,Nyagatare,web,2,4,0
2204946.33,Kigali,mobile,12,2,0
2945098.87,Nyagatare,pos,6,4,0
4308583.91,Musanze,web,11,3,0
710571.61,Butare,mobile,10,3,0
1221114.52,Kigali,mobile,22,2,0
4014198.18,Musanze,web,2,0,1
1140705.84,Kigali,mobile,17,2,0
4528317.15,Rubavu,pos,16,4,0
2704286.33,Rubavu,atm,21,2,0
409780.72,Gisenyi,mobile,13,3,0
103791.01,Nyagatare,pos,10,1,0
3814641.47,Kigali,pos,20,3,0
4281825.98,Butare,pos,6,3,0
1199703.06,Musanze,mobile,18,2,0
1204279.13,Rubavu,web,3,2,0
4770533.47,Gisenyi,web,10,3,0
3281107.59,Kigali,web,10,3,0
838486.75,Kigali,web,0,3,0
2243210.41,Rubavu,mobile,2,4,0
4552225.36,Kigali,mobile,17,1,0
3106060.39,Rubavu,atm,5,3,0
2037644.26,Kigali,unknown,22,0,1
755591.98,Rubavu,mobile,1,1,0
3630146.22,Kigali,web,15,1,0
1382176.26,Kigali,mobile,22,1,0
2829770.58,Musanze,web,2,1,0
3000900.93,Musanze,mobile,5,5,0
2777469.68,Kigali,atm,23,2,0
1232840.71,Kigali,web,14,2,0
3541518.83,Butare,mobile,17,5,0
2830467.0,Gisenyi,web,8,3,0
2018712.81,Rubavu,web,13,2,0
261128.2,Kigali,web,7,5,0
1656653.35,Kigali,web,0,3,0
1762561.32,Kigali,unknown,16,2,0
3955921.24,Kigali,mobile,10,6,0
2567478.61,Kigali,unknown,3,1,1
4660628.26,Nyagatare,mobile,7,3,0
3753773.99,Kigali,mobile,23,2,1
2690254.24,Kigali,unknown,22,3,1
844844.58,Butare,pos,13,4,0
1105555.49,Nyagatare,mobile,6,6,0
800816.8,International,web,10,3,0
2214532.24,Rubavu,mobile,18,1,0
3612763.16,Kigali,mobile,1,4,1
3796744.46,Kigali,mobile,3,1,0
481208.07,Kigali,mobile,11,2,0
2479806.22,Kigali,web,19,6,0
2407462.32,Musanze,web,22,5,0
2194713.82,International,atm,16,1,1
1506429.38,Kigali,mobile,10,5,0
2379302.41,Kigali,web,18,3,0
2583275.34,Nyagatare,unknown,17,4,0
2998680.98,Rubavu,pos,19,2,0
1887137.15,Nyagatare,web,17,5,0
4725530.63,Nyagatare,mobile,22,3,0
1694523.88,Butare,mobile,0,4,0
4475307.08,Rubavu,web,20,4,0
4006366.97,Rubavu,web,12,1,0
2326620.9,Gisenyi,unknown,8,7,1
2481813.74,Kigali,pos,19,1,0
4349373.01,Musanze,web,2,2,1
2463878.67,Musanze,mobile,14,6,0
3397058.18,Butare,mobile,3,4,0
4046609.79,Butare,mobile,10,2,0
4539452.14,Kigali,web,3,1,0
1091211.73,Musanze,mobile,9,3,0
4876841.17,Kigali,mobile,10,3,0
4826685.18,Butare,unknown,6,4,0
1487126.17,Butare,atm,16,5,0
3068833.73,Rubavu,web,23,3,1
235066.3,Kigali,pos,15,2,0
839552.79,Kigali,mobile,21,1,0
2919293.98,Nyagatare,mobile,1,1,0
3250706.15,Kigali,mobile,15,3,0
2673247.6,Kigali,unknown,13,3,0
3523758.43,Kigali,unknown,22,3,1
3964557.38,Butare,web,22,2,0
842704.9,Butare,web,18,4,0
3298256.42,Musanze,unknown,0,3,1
2813209.88,Kigali,mobile,9,5,0
588372.42,Musanze,web,3,1,0
1143408.15,Kigali,atm,7,2,0
2098635.26,Butare,atm,3,3,0
4318860.3,Nyagatare,web,9,5,0
1085520.39,Butare,unknown,21,3,0
915027.0,International,mobile,16,5,0
3604898.16,Gisenyi,web,12,1,0
4878976.82,Musanze,pos,15,3,0
2236920.12,Butare,mobile,13,2,0
1751013.0,Butare,pos,5,2,0
1270075.98,Kigali,web,0,4,0
249179.45,Kigali,mobile,16,2,0
892481.4,Gisenyi,web,10,4,0
467528.62,Gisenyi,unknown,18,1,0
2470760.72,International,unknown,3,6,1
4890998.54,Nyagatare,mobile,1,2,1
3937118.42,Musanze,unknown,5,4,1
3008649.57,Kigali,mobile,14,2,0
2433448.03,Butare,mobile,4,2,0
3086101.36,Kigali,web,7,3,0
1880445.2,Gisenyi,web,10,3,0
892337.28,Kigali,web,17,3,0
2949073.38,Butare,mobile,6,5,0
2640752.39,Gisenyi,web,19,7,0
4722711.17,Kigali,mobile,15,4,0
3249339.32,Musanze,web,14,1,0
3867265.83,Rubavu,mobile,3,5,0
463962.23,Kigali,mobile,3,3,0
3804804.53,International,web,3,2,1
4914252.76,Butare,web,1,4,0
3287649.06,Kigali,pos,18,9,0
3710547.48,Kigali,web,7,4,0
4897616.47,International,mobile,13,2,1
1956677.98,Nyagatare,mobile,15,6,0
4120980.48,Kigali,web,20,3,0
1998762.79,Nyagatare,mobile,9,5,0
2129880.12,Gisenyi,mobile,20,4,0
3291380.3,Kigali,web,20,2,0
1282467.58,Musanze,web,22,3,0
4963912.71,Butare,mobile,16,1,0
1646493.22,Kigali,mobile,17,4,0
614688.38,Kigali,atm,23,2,0
1613109.01,Gisenyi,mobile,7,4,0
4279903.17,Rubavu,web,10,1,0
1569983.22,Gisenyi,web,3,3,0
3056972.4,Kigali,mobile,18,2,0
4676633.39,Rubavu,pos,16,4,0
1300200.3,Kigali,mobile,1,2,0
657260.96,International,web,2,3,0
484692.83,Butare,mobile,18,5,0
2202120.82,Kigali,web,16,3,0
521881.37,Gisenyi,mobile,19,2,0
2269315.13,Gisenyi,atm,15,5,0
4313653.34,Kigali,mobile,4,0,0
3887530.4,Kigali,mobile,1,3,0
2908713.42,International,web,23,3,1
4252187.32,Kigali,web,6,2,0
501800.1,Kigali,mobile,6,1,0
3047283.77,Butare,mobile,8,1,0
578649.03,Kigali,mobile,13,3,0
2410955.99,Kigali,pos,15,4,0
2317580.16,Kigali,unknown,11,2,1
1326144.25,Musanze,mobile,23,2,0
4149358.26,Kigali,web,17,1,0
1141524.22,Butare,web,7,1,0
2759695.28,Kigali,mobile,14,2,0
2411565.59,Butare,web,16,6,0
2158545.23,Butare,web,11,1,0
168193.97,Butare,web,10,2,0
3483820.93,Butare,mobile,11,5,0
63920.37,Rubavu,mobile,9,1,0
4102825.75,Musanze,unknown,2,2,1
1332339.74,Kigali,unknown,6,6,0
600467.16,Butare,mobile,4,1,0
2085494.86,Nyagatare,web,19,4,0
2797023.07,Kigali,mobile,5,5,0
1552158.11,International,atm,7,5,0
609362.97,Musanze,mobile,4,3,0
92127.21,Kigali,web,8,3,0
3519214.31,Kigali,web,23,2,1
4432235.75,Kigali,mobile,12,3,0
503055.01,Kigali,web,13,3,0
1153553.52,Gisenyi,unknown,10,2,0
101635.69,Kigali,mobile,17,6,0
4425388.64,Kigali,web,13,2,0
2223970.38,International,mobile,20,3,1
4626013.44,Kigali,mobile,23,2,0
2340762.6,Musanze,web,5,3,0
4310984.44,Gisenyi,unknown,2,1,1
4758806.26,Butare,mobile,9,5,0
1676090.79,Rubavu,unknown,20,6,0
3203734.92,Kigali,mobile,8,1,0
3332266.81,Musanze,unknown,8,2,1
107532.97,Nyagatare,mobile,17,3,0
2191426.71,Kigali,mobile,1,0,0
4276711.54,Kigali,unknown,17,0,1
4731453.17,Kigali,mobile,13,2,0
4496154.76,Nyagatare,mobile,2,2,1
4864503.22,Musanze,pos,4,0,0
3265382.79,Butare,unknown,9,3,0
1164380.53,Kigali,atm,13,4,0
2877123.16,Butare,unknown,22,2,1
2106009.21,Butare,mobile,11,2,0
1293633.55,Butare,web,18,2,0
3864044.33,Kigali,atm,16,1,0
3146179.05,Kigali,unknown,3,3,1
3950625.99,Musanze,pos,6,4,0
1347818.59,Kigali,mobile,12,2,0
4519470.79,Butare,mobile,2,1,0
1193949.34,Kigali,web,23,4,0
3009811.11,Kigali,pos,19,2,0
284944.87,Kigali,mobile,9,1,0
2705050.86,Kigali,mobile,10,4,0
494067.69,Butare,mobile,13,4,0
1661408.37,Musanze,web,18,3,0
4303515.95,Kigali,mobile,20,2,0
4467689.81,Kigali,mobile,8,4,0
3836609.0,Musanze,web,6,5,0
1838835.11,Kigali,web,11,4,0
2893824.71,Nyagatare,atm,7,6,0
1120282.84,International,web,9,2,0
3391906.8,Nyagatare,web,12,2,0
1737341.39,Kigali,mobile,23,1,0
1105382.51,Kigali,mobile,2,4,0
2925059.3,Musanze,web,2,6,0
559455.06,Butare,web,9,0,0
3433651.55,Kigali,mobile,1,2,1
935433.62,Kigali,mobile,0,3,0
2767500.08,Gisenyi,mobile,2,5,0
1962846.18,Nyagatare,pos,13,2,0
2831440.43,Gisenyi,pos,13,4,0
1230186.37,Gisenyi,mobile,3,1,0
1552291.4,Rubavu,atm,19,7,0
702035.31,Musanze,mobile,4,1,0
3884939.74,Nyagatare,pos,7,4,0
351025.07,Kigali,unknown,14,3,0
1882484.35,International,mobile,13,1,0
2245759.4,Kigali,atm,6,6,0
976433.46,Kigali,web,21,3,0
1924415.67,Butare,web,4,5,0
2090732.06,Kigali,web,15,0,0
1122039.79,Kigali,mobile,21,3,0
3196459.08,International,pos,13,1,0
154754.6,Kigali,mobile,10,3,0
988224.54,International,mobile,12,1,0
3120562.82,Gisenyi,unknown,23,2,1
3137823.44,International,web,23,8,1
1326680.36,Nyagatare,pos,21,3,0
3415404.67,Gisenyi,mobile,13,3,0
2349209.18,Gisenyi,pos,0,2,1
2636469.69,International,web,16,3,1
1663385.51,Butare,web,20,3,0
4921369.47,Kigali,unknown,7,4,0
3687067.44,International,pos,15,5,1
1242525.28,Kigali,mobile,20,5,0
1183198.12,Kigali,unknown,6,5,0
3870980.38,Rubavu,mobile,17,1,0
1940360.6,Butare,mobile,12,4,0
458014.02,Kigali,web,6,2,0
178481.76,Gisenyi,atm,20,3,0
2070073.11,Kigali,mobile,9,6,0
2073832.87,Rubavu,mobile,2,4,1
3534430.08,Butare,pos,0,2,1
2874070.89,Butare,unknown,11,4,0
3850715.61,Nyagatare,web,9,4,0
1589102.32,Musanze,unknown,6,4,0
3121445.24,Butare,pos,23,5,1
4428571.09,Gisenyi,mobile,9,1,0
346900.63,Musanze,mobile,3,2,0
3542402.44,Butare,pos,18,4,0
3579557.11,Rubavu,web,20,6,0
3970254.44,Butare,pos,16,4,0
1345602.08,Butare,atm,5,2,0
2082896.18,International,web,0,2,1
1198921.87,Kigali,unknown,23,6,0
1543255.16,Butare,atm,20,3,0
4842558.21,Nyagatare,mobile,15,2,0
2228547.21,Nyagatare,atm,15,2,0
4242837.96,Rubavu,web,11,3,0
3974501.83,Gisenyi,mobile,11,3,0
2222907.89,Rubavu,web,6,3,0
4960899.56,Kigali,web,19,1,0
4203982.2,Butare,web,4,2,0
2413733.95,Butare,web,15,3,0
1548873.55,Kigali,web,1,1,0
376935.11,Nyagatare,web,15,4,0
2324267.13,Butare,web,22,4,0
1800369.51,Nyagatare,atm,12,6,0
3557028.73,Kigali,pos,8,3,0
98881.98,Butare,web,6,3,0
4157322.61,Kigali,mobile,3,3,0
2083432.37,Gisenyi,mobile,7,1,0
2348928.04,Butare,mobile,10,2,0
914359.49,Nyagatare,web,10,3,0
4687441.77,Butare,unknown,14,3,1
1992236.8,Gisenyi,pos,13,1,0
4213702.63,Rubavu,web,21,4,0
1187648.56,Kigali,atm,5,1,0
483736.65,Nyagatare,atm,18,2,0
3178986.97,Kigali,web,12,3,0
4922090.24,Gisenyi,pos,11,3,0
3234884.38,Gisenyi,mobile,1,2,1
3043761.26,Butare,web,18,5,0
2211432.47,Kigali,mobile,10,3,0
1419364.57,Gisenyi,mobile,6,8,0
2154450.87,Kigali,unknown,2,1,1
745210.25,Kigali,web,22,2,0
1309902.87,Butare,atm,2,2,0
2437183.41,Rubavu,pos,19,2,0
724405.4,Rubavu,unknown,10,3,0
3957763.33,Butare,mobile,20,6,0
58300.82,Kigali,atm,1,4,0
1608306.33,Musanze,web,20,9,0
2583498.98,Rubavu,web,9,2,0
4644774.55,Musanze,mobile,21,5,0
2867474.32,Kigali,atm,3,1,0
1474872.43,Nyagatare,mobile,15,3,0
1761277.34,Kigali,mobile,15,4,0
1696125.17,Kigali,atm,4,2,0
902256.71,Butare,mobile,19,2,0
724670.96,International,web,20,4,0
2403436.82,Kigali,mobile,0,2,0
1351670.08,Musanze,pos,23,3,0
459668.42,Kigali,unknown,8,2,0
1082785.04,Kigali,pos,2,5,0
2603870.0,Kigali,mobile,12,3,0
1284837.7,Gisenyi,mobile,2,0,0
1189092.04,Kigali,web,8,2,0
3103472.15,Kigali,unknown,8,6,0
3447237.12,Kigali,web,12,4,0
1206608.82,Rubavu,mobile,22,6,0
2360970.37,Kigali,mobile,20,2,0
3822951.48,Kigali,mobile,16,5,0
3449676.34,Kigali,web,8,3,0
346918.98,Kigali,mobile,11,1,0
1800673.98,Rubavu,web,5,0,0
3616516.82,Kigali,unknown,2,1,1
897597.73,Gisenyi,mobile,20,3,0
980037.95,Kigali,pos,10,5,0
3151043.45,Rubavu,web,12,4,0
1419112.89,Musanze,web,13,6,0
1619090.26,Kigali,unknown,14,3,0
2614316.69,Kigali,web,14,3,0
3753027.79,Kigali,mobile,16,3,0
2491695.17,Butare,pos,13,4,0
4467187.69,Kigali,mobile,15,6,0
533650.77,Kigali,unknown,9,3,0
3770869.07,Gisenyi,mobile,16,4,0
2718419.15,Kigali,mobile,15,1,0
4083524.22,Butare,unknown,13,5,0
1582358.1,Kigali,pos,12,1,0
2410766.18,International,mobile,3,7,1
4118076.8,Kigali,atm,21,0,0
4158991.03,Kigali,mobile,2,1,0
1880264.36,Gisenyi,mobile,2,2,0
4111068.88,Kigali,mobile,14,6,0
3412150.95,Musanze,mobile,3,3,1
2047442.9,Musanze,web,15,1,0
4848542.6,Butare,mobile,0,6,0
154956.16,Musanze,web,4,3,0
1913623.11,Rubavu,web,7,1,0
1535109.75,Kigali,web,5,2,0
4678834.36,Nyagatare,mobile,2,3,0
497716.45,Nyagatare,mobile,19,7,0
3140308.24,Kigali,atm,4,2,0
3583281.81,Musanze,mobile,13,5,0
921287.03,Nyagatare,mobile,10,2,0
750162.6,Rubavu,web,4,2,0
239632.75,Kigali,web,1,4,0
794796.56,Kigali,mobile,18,2,0
4041171.07,International,atm,15,5,1
4719808.85,Butare,pos,7,1,0
4507160.49,Gisenyi,unknown,16,4,1
1826841.33,Nyagatare,web,19,3,0
3629514.61,Kigali,mobile,1,3,0
4135304.83,Butare,web,8,3,0
4062521.2,Gisenyi,mobile,11,4,0
313893.39,Kigali,unknown,12,0,0
1074544.45,Gisenyi,mobile,14,3,0
4694755.18,Nyagatare,unknown,22,2,0
3699660.88,Kigali,unknown,21,4,0
4171844.85,Musanze,atm,19,4,0
2570859.17,International,mobile,0,4,1
1965583.71,Nyagatare,web,2,3,0
3256292.65,Butare,mobile,18,5,0
2364547.19,Nyagatare,pos,21,1,0
1869123.68,Musanze,mobile,21,1,0
1739703.88,Musanze,web,10,7,0
789956.02,Kigali,web,19,3,0
2647301.24,Butare,mobile,20,3,0
2599472.93,Kigali,web,20,2,0
2954052.36,Kigali,mobile,12,1,0
581560.16,Gisenyi,web,10,1,0
4574657.53,Kigali,mobile,21,4,0
3710409.59,Butare,mobile,18,2,0
655255.02,International,web,13,2,0
397180.05,Kigali,web,10,2,0
3214781.9,Nyagatare,mobile,8,3,0
1707842.85,Kigali,web,6,4,0
1595583.24,Rubavu,web,3,3,0
4200035.31,Kigali,mobile,2,4,1
1726043.43,Kigali,web,11,6,0
3161094.02,Musanze,mobile,9,4,0
2685604.02,Rubavu,unknown,6,3,1
1315205.43,Gisenyi,mobile,4,2,0
1658534.54,International,atm,15,2,0
4715992.85,Kigali,web,17,4,0
1657198.68,Butare,web,21,3,0
3920125.15,Gisenyi,unknown,18,5,1
4306446.81,Kigali,pos,12,4,0
355654.46,Rubavu,mobile,6,6,0
3315695.95,Nyagatare,unknown,9,3,1
3746428.17,Rubavu,mobile,4,4,0
2170391.41,Gisenyi,mobile,6,3,0
2846840.72,Rubavu,web,3,0,0
809448.37,Kigali,unknown,13,1,0
1592827.06,Gisenyi,web,11,3,0
3538480.99,Butare,pos,0,4,1
